date,instrument,group,point_id,display_name,longitude_WGS84,latitude_WGS84,elevation_m,original_label
2026-05-02,EM,EM line 6,L6-13,0502-EM6-13,-91.5873496546,41.6656638259,206.120,line 6_13
2026-05-02,EM,EM line 6,L6-14,0502-EM6-14,-91.5873486652,41.6656228235,205.960,line 6_14
2026-05-02,EM,EM line 6,L6-15,0502-EM6-15,-91.5873556614,41.6655808204,205.320,line 6_15
2026-05-02,EM,EM line 6,L6-16,0502-EM6-16,-91.5873626594,41.6655508234,205.320,line 6_16
2026-05-02,EM,EM line 7,L7-01,0502-EM7-01,-91.5875976663,41.6655728243,208.320,line 7_1
2026-05-02,EM,EM line 7,L7-02,0502-EM7-02,-91.5875986568,41.6655698192,207.370,line 7_2
2026-05-02,EM,EM line 7,L7-03,0502-EM7-03,-91.5875946609,41.6655938184,207.460,line 7_3
2026-05-02,EM,EM line 7,L7-04,0502-EM7-04,-91.5876076607,41.6656508205,207.450,line 7_4
2026-05-02,EM,EM line 7,L7-05,0502-EM7-05,-91.5875956648,41.6656858179,207.360,line 7_5
2026-05-02,EM,EM line 7,L7-06,0502-EM7-06,-91.5875536623,41.6657868182,206.390,line 7_6
2026-05-02,EM,EM line 7,L7-07,0502-EM7-07,-91.5875426621,41.6658268176,206.390,line 7_7
2026-05-02,EM,EM line 7,L7-08,0502-EM7-08,-91.5875466633,41.6658608227,206.390,line 7_8
2026-05-02,EM,EM line 7,L7-09,0502-EM7-09,-91.5875386616,41.6658988234,206.500,line 7_9
2026-05-02,EM,EM line 7,L7-10,0502-EM7-10,-91.5875326571,41.6659438200,207.350,line 7_10
2026-05-02,EM,EM line 7,L7-11,0502-EM7-11,-91.5875296545,41.6659828188,206.910,line 7_11
2026-05-02,EM,EM line 7,L7-12,0502-EM7-12,-91.5875216644,41.6660318261,208.060,line 7_12
2026-05-02,EM,EM line 7,L7-13,0502-EM7-13,-91.5875206654,41.6660808202,208.010,line 7_13
2026-05-02,EM,EM line 7,L7-14,0502-EM7-14,-91.5875026555,41.6661288216,209.060,line 7_14
2026-05-02,EM,EM line 7,L7-15,0502-EM7-15,-91.5875066609,41.6661758237,208.950,line 7_15
2026-05-02,EM,EM line 7,L7-16,0502-EM7-16,-91.5874996596,41.6662098196,209.200,line 7_16
2026-05-02,EM,EM line 7,L7-17,0502-EM7-17,-91.5874946574,41.6662518202,209.730,line 7_17
2026-05-02,EM,EM line 7,L7-18,0502-EM7-18,-91.5874746636,41.6662878181,209.840,line 7_18
2026-05-02,EM,EM line 7,L7-19,0502-EM7-19,-91.5874546628,41.6663428204,208.980,line 7_19
2026-05-02,EM,EM line 7,L7-20,0502-EM7-20,-91.5874496631,41.6663638261,209.160,line 7_20
2026-05-02,EM,EM line 8,L8-01,0502-EM8-01,-91.5875666575,41.6663858176,208.250,line 8_1
2026-05-02,EM,EM line 8,L8-02,0502-EM8-02,-91.5875766592,41.6663118230,209.150,line 8_2
2026-05-02,EM,EM line 8,L8-03,0502-EM8-03,-91.5875626615,41.6662488190,210.310,line 8_3
2026-05-02,EM,EM line 8,L8-04,0502-EM8-04,-91.5875706598,41.6662148173,208.720,line 8_4
2026-05-02,EM,EM line 8,L8-05,0502-EM8-05,-91.5875766567,41.6661718202,208.900,line 8_5
2026-05-02,EM,EM line 8,L8-06,0502-EM8-06,-91.5875876603,41.6661278217,209.240,line 8_6
2026-05-02,EM,EM line 8,L8-07,0502-EM8-07,-91.5876046577,41.6660838249,209.110,line 8_7
2026-05-02,EM,EM line 8,L8-08,0502-EM8-08,-91.5876216593,41.6660528250,208.700,line 8_8
2026-05-02,EM,EM line 8,L8-09,0502-EM8-09,-91.5876276614,41.6660178261,208.650,line 8_9
2026-05-02,EM,EM line 8,L8-10,0502-EM8-10,-91.5876296596,41.6659698260,208.390,line 8_10
2026-05-02,EM,EM line 8,L8-11,0502-EM8-11,-91.5876346660,41.6659298250,208.050,line 8_11
2026-05-02,EM,EM line 8,L8-12,0502-EM8-12,-91.5876426665,41.6658968230,207.740,line 8_12
2026-05-02,EM,EM line 8,L8-13,0502-EM8-13,-91.5876396552,41.6658208221,207.400,line 8_13
2026-05-02,EM,EM line 8,L8-14,0502-EM8-14,-91.5876466556,41.6657808185,206.840,line 8_14
2026-05-02,EM,EM line 8,L8-15,0502-EM8-15,-91.5876546584,41.6657378190,207.270,line 8_15
2026-05-02,EM,EM line 8,L8-16,0502-EM8-16,-91.5876646559,41.6657008245,206.630,line 8_16
2026-05-02,EM,EM line 8,L8-17,0502-EM8-17,-91.5876756616,41.6656578259,205.940,line 8_17
2026-05-02,EM,EM line 8,L8-18,0502-EM8-18,-91.5876866575,41.6656158179,205.300,line 8_18
2026-05-02,EM,EM line 9,L9-01,0502-EM9-01,-91.5877826561,41.6656498185,206.660,line 9_1
2026-05-02,EM,EM line 9,L9-02,0502-EM9-02,-91.5877826561,41.6656498185,206.660,line 9_2
2026-05-02,EM,EM line 9,L9-03,0502-EM9-03,-91.5877826550,41.6657048235,208.880,line 9_3
2026-05-02,EM,EM line 9,L9-04,0502-EM9-04,-91.5877736598,41.6657498193,208.680,line 9_4
2026-05-02,EM,EM line 9,L9-05,0502-EM9-05,-91.5877636643,41.6657878226,208.200,line 9_5
2026-05-02,EM,EM line 9,L9-06,0502-EM9-06,-91.5877616565,41.6658258249,208.080,line 9_6
2026-05-02,EM,EM line 9,L9-07,0502-EM9-07,-91.5877566556,41.6658738241,209.030,line 9_7
2026-05-02,EM,EM line 9,L9-08,0502-EM9-08,-91.5877496566,41.6659088199,209.140,line 9_8
2026-05-02,EM,EM line 9,L9-09,0502-EM9-09,-91.5877426637,41.6659688188,209.600,line 9_9
2026-05-02,EM,EM line 9,L9-10,0502-EM9-10,-91.5877536599,41.6660158257,210.100,line 9_10
2026-05-02,EM,EM line 9,L9-11,0502-EM9-11,-91.5877466654,41.6660418236,210.800,line 9_11
2026-05-02,EM,EM line 9,L9-12,0502-EM9-12,-91.5877496599,41.6660878225,210.990,line 9_12
2026-05-02,EM,EM line 9,L9-13,0502-EM9-13,-91.5877396558,41.6661218176,211.050,line 9_13
2026-05-02,EM,EM line 9,L9-14,0502-EM9-14,-91.5877376600,41.6661598200,211.050,line 9_14
2026-05-02,EM,EM line 9,L9-15,0502-EM9-15,-91.5877336569,41.6662138211,211.560,line 9_15
2026-05-02,EM,EM line 9,L9-16,0502-EM9-16,-91.5877176597,41.6662648195,211.510,line 9_16
2026-05-02,EM,EM line 9,L9-17,0502-EM9-17,-91.5877106561,41.6662978247,212.200,line 9_17
2026-05-02,EM,EM line 9,L9-18,0502-EM9-18,-91.5877206635,41.6663318225,212.370,line 9_18
2026-05-02,EM,EM line 9,L9-19,0502-EM9-19,-91.5877096588,41.6663808198,212.410,line 9_19
2026-05-02,EM,EM line 9,L9-20,0502-EM9-20,-91.5877016566,41.6664408243,212.320,line 9_20
2026-05-02,EM,EM line 9,L9-21,0502-EM9-21,-91.5876956565,41.6664878204,212.310,line 9_21
2026-05-02,EM,EM line 9,L9-22,0502-EM9-22,-91.5876876547,41.6665368186,212.410,line 9_22
2026-06-25,ERT,ERT electrodes 267-314,267,0625-E267,-91.5858520000,41.6651610000,202.220,0267
2026-06-25,ERT,ERT electrodes 267-314,268,0625-E268,-91.5858560000,41.6651670000,203.190,0268
2026-06-25,ERT,ERT electrodes 267-314,269,0625-E269,-91.5858530000,41.6651770000,203.190,0269
2026-06-25,ERT,ERT electrodes 267-314,270,0625-E270,-91.5858510000,41.6651950000,203.190,0270
2026-06-25,ERT,ERT electrodes 267-314,271,0625-E271,-91.5858460000,41.6652060000,203.290,0271
2026-06-25,ERT,ERT electrodes 267-314,272,0625-E272,-91.5858430000,41.6652160000,203.290,0272
2026-06-25,ERT,ERT electrodes 267-314,273,0625-E273,-91.5858440000,41.6652240000,203.290,0273
2026-06-25,ERT,ERT electrodes 267-314,274,0625-E274,-91.5858390000,41.6652320000,203.290,0274
2026-06-25,ERT,ERT electrodes 267-314,275,0625-E275,-91.5858410000,41.6652410000,203.250,0275
2026-06-25,ERT,ERT electrodes 267-314,276,0625-E276,-91.5858450000,41.6652500000,202.950,0276
2026-06-25,ERT,ERT electrodes 267-314,277,0625-E277,-91.5858460000,41.6652580000,202.950,0277
2026-06-25,ERT,ERT electrodes 267-314,278,0625-E278,-91.5858450000,41.6652620000,202.950,0278
2026-06-25,ERT,ERT electrodes 267-314,279,0625-E279,-91.5858400000,41.6652780000,202.950,0279
2026-06-25,ERT,ERT electrodes 267-314,280,0625-E280,-91.5858350000,41.6652880000,202.950,0280
2026-06-25,ERT,ERT electrodes 267-314,281,0625-E281,-91.5858310000,41.6652990000,202.950,0281
2026-06-25,ERT,ERT electrodes 267-314,282,0625-E282,-91.5858160000,41.6653180000,202.950,0282
2026-06-25,ERT,ERT electrodes 267-314,283,0625-E283,-91.5858130000,41.6653270000,201.210,0283
2026-06-25,ERT,ERT electrodes 267-314,284,0625-E284,-91.5858120000,41.6653440000,201.210,0284
2026-06-25,ERT,ERT electrodes 267-314,285,0625-E285,-91.5858100000,41.6653580000,201.210,0285
2026-06-25,ERT,ERT electrodes 267-314,286,0625-E286,-91.5858080000,41.6653700000,201.210,0286
2026-06-25,ERT,ERT electrodes 267-314,287,0625-E287,-91.5858060000,41.6653740000,201.210,0287
2026-06-25,ERT,ERT electrodes 267-314,288,0625-E288,-91.5858030000,41.6653880000,201.210,0288
2026-06-25,ERT,ERT electrodes 267-314,289,0625-E289,-91.5858010000,41.6654050000,201.210,0289
2026-06-25,ERT,ERT electrodes 267-314,290,0625-E290,-91.5858030000,41.6654200000,201.210,0290
2026-06-25,ERT,ERT electrodes 267-314,291,0625-E291,-91.5857990000,41.6654270000,201.210,0291
2026-06-25,ERT,ERT electrodes 267-314,292,0625-E292,-91.5858020000,41.6654360000,201.210,0292
2026-06-25,ERT,ERT electrodes 267-314,293,0625-E293,-91.5857960000,41.6654500000,201.210,0293
2026-06-25,ERT,ERT electrodes 267-314,294,0625-E294,-91.5857930000,41.6654570000,201.210,0294
2026-06-25,ERT,ERT electrodes 267-314,295,0625-E295,-91.5857920000,41.6654670000,201.210,0295
2026-06-25,ERT,ERT electrodes 267-314,296,0625-E296,-91.5857870000,41.6654780000,201.210,0296
2026-06-25,ERT,ERT electrodes 267-314,297,0625-E297,-91.5857830000,41.6654950000,201.210,0297
2026-06-25,ERT,ERT electrodes 267-314,298,0625-E298,-91.5857850000,41.6655090000,201.210,0298
2026-06-25,ERT,ERT electrodes 267-314,299,0625-E299,-91.5857870000,41.6655290000,201.210,0299
2026-06-25,ERT,ERT electrodes 267-314,300,0625-E300,-91.5857870000,41.6655420000,201.210,0300
2026-06-25,ERT,ERT electrodes 267-314,301,0625-E301,-91.5857870000,41.6655510000,201.210,0301
2026-06-25,ERT,ERT electrodes 267-314,302,0625-E302,-91.5857830000,41.6655680000,201.210,0302
2026-06-25,ERT,ERT electrodes 267-314,303,0625-E303,-91.5857780000,41.6655820000,201.210,0303
2026-06-25,ERT,ERT electrodes 267-314,304,0625-E304,-91.5857770000,41.6655900000,201.210,0304
2026-06-25,ERT,ERT electrodes 267-314,305,0625-E305,-91.5857760000,41.6655980000,201.210,0305
2026-06-25,ERT,ERT electrodes 267-314,306,0625-E306,-91.5857740000,41.6656140000,201.210,0306
2026-06-25,ERT,ERT electrodes 267-314,307,0625-E307,-91.5857700000,41.6656220000,201.210,0307
2026-06-25,ERT,ERT electrodes 267-314,308,0625-E308,-91.5857730000,41.6656360000,201.210,0308
2026-06-25,ERT,ERT electrodes 267-314,309,0625-E309,-91.5857730000,41.6656510000,201.210,0309
2026-06-25,ERT,ERT electrodes 267-314,310,0625-E310,-91.5857720000,41.6656640000,201.210,0310
2026-06-25,ERT,ERT electrodes 267-314,311,0625-E311,-91.5857750000,41.6656740000,201.210,0311
2026-06-25,ERT,ERT electrodes 267-314,312,0625-E312,-91.5857740000,41.6656890000,201.210,0312
2026-06-25,ERT,ERT electrodes 267-314,313,0625-E313,-91.5857730000,41.6657010000,201.210,0313
2026-06-25,ERT,ERT electrodes 267-314,314,0625-E314,-91.5857750000,41.6657140000,201.210,0314
