OBJECTID,Line,Sample,X,Y,Mark,Status,GPSStat,Time_ms_,Time_hhmmss_sss_,PowerLn,ResLayer_1,ResLayer_2,ResLayer_3,ResLayer_4,ResLayer_5,ThiLayer_1,ThiLayer_2,ThiLayer_3,ThiLayer_4,FitError___
4609,1,27770,617595.26,4613605.6,96,0,1,73896850.1,203136.8501,1.9,1795.168,1535.854,0.502,74.195,1492.708,0.29,2.042,0.2,0.806,14.04
4610,1,27771,617595.26,4613605.55,96,0,1,73896950.1,203136.9501,1.9,1795.168,1535.852,0.502,74.195,1492.709,0.29,2.012,0.2,0.806,13.51
4611,1,27772,617595.25,4613605.5,96,0,1,73897050.1,203137.0501,2,1795.172,1535.858,0.501,74.193,1492.696,0.29,2.176,0.224,0.808,12.1
4612,1,27773,617595.25,4613605.45,96,0,1,73897150.1,203137.1501,1.8,1795.169,1535.854,0.502,74.195,1492.705,0.29,2.06,0.205,0.806,11.51
4613,1,27774,617595.24,4613605.41,96,0,1,73897250.1,203137.2501,1.8,1795.17,1535.854,0.502,74.195,1492.703,0.29,2.08,0.21,0.807,12.11
4614,1,27775,617595.24,4613605.36,96,0,1,73897350.1,203137.3501,1.7,1795.172,1535.857,0.501,74.193,1492.696,0.29,2.14,0.224,0.808,11.44
4615,1,27776,617595.24,4613605.31,96,0,1,73897450.1,203137.4501,1.9,1795.168,1535.853,0.502,74.195,1492.707,0.29,2.032,0.2,0.806,12.74
4616,1,27777,617595.23,4613605.26,96,0,1,73897550.1,203137.5501,1.7,1795.174,1535.863,0.501,74.194,1492.695,0.29,2.279,0.22,0.808,15.37
4617,1,27778,617595.23,4613605.22,96,0,1,73897650.1,203137.6501,1.5,1795.173,1535.86,0.501,74.194,1492.698,0.29,2.228,0.216,0.807,15.81
4618,1,27779,617595.22,4613605.17,96,0,1,73897750.1,203137.7501,1.5,1795.173,1535.86,0.501,74.194,1492.698,0.29,2.215,0.215,0.807,16.94
4619,1,27780,617595.22,4613605.12,96,0,1,73897850.1,203137.8501,1.6,1795.175,1535.864,0.501,74.193,1492.694,0.29,2.314,0.223,0.808,14.51
4620,1,20871,617612.37,4613604.71,65,0,1,73203550.7,202003.5507,2.1,1897.151,1782.186,0.697,74.378,1455.282,0.221,2.335,0.326,0.493,12.76
4621,1,20872,617612.38,4613604.77,65,0,1,73203650.7,202003.6507,2.2,1897.15,1782.184,0.697,74.379,1455.285,0.221,2.304,0.318,0.493,13.99
4622,1,20873,617612.39,4613604.82,65,0,1,73203750.7,202003.7507,2.1,1897.151,1782.187,0.697,74.378,1455.281,0.221,2.357,0.33,0.493,14.56
4623,1,20874,617612.41,4613604.88,65,0,1,73203850.7,202003.8507,2.2,1897.152,1782.189,0.697,74.378,1455.281,0.221,2.413,0.328,0.493,14.99
4624,1,20875,617612.42,4613604.94,65,0,1,73203950.7,202003.9507,2.1,1897.152,1782.189,0.697,74.378,1455.282,0.221,2.403,0.325,0.493,14.86
4625,1,20885.5,617612.43,4613604.97,65.5,0,1,73205000.7,202004.0507,2,1897.151,1782.186,0.697,74.379,1455.284,0.221,2.341,0.317,0.493,14.35
4626,1,20885.5,617612.43,4613604.99,66,0,1,73205000.7,202004.1507,2,1897.152,1782.189,0.697,74.378,1455.281,0.221,2.401,0.328,0.493,13.72
4627,1,20885.5,617612.43,4613605.01,66,0,1,73205000.7,202004.2507,2.1,1897.152,1782.189,0.697,74.378,1455.28,0.221,2.408,0.33,0.493,12.58
4628,1,20885.5,617612.42,4613605.03,66,0,1,73205000.7,202004.3507,2.15,1897.151,1782.186,0.697,74.379,1455.283,0.221,2.34,0.321,0.493,13.66
4629,1,20885.5,617612.42,4613605.05,66,0,1,73205000.7,202004.4507,2.15,1897.15,1782.184,0.697,74.379,1455.287,0.221,2.294,0.311,0.493,15
4630,1,20885.5,617612.42,4613605.07,66,0,1,73205000.7,202004.5507,2.1,1897.149,1782.182,0.697,74.379,1455.289,0.221,2.252,0.307,0.493,13.56
4631,1,20885.5,617612.42,4613605.08,66,0,1,73205000.7,202004.6507,2,1897.148,1782.18,0.697,74.379,1455.293,0.221,2.214,0.295,0.493,13.44
4632,1,20885.5,617612.42,4613605.1,66,0,1,73205000.7,202004.7507,2.1,1897.149,1782.182,0.697,74.379,1455.292,0.221,2.263,0.296,0.493,15.22
4633,1,20885.5,617612.42,4613605.12,66,0,1,73205000.7,202004.8507,2.05,1897.152,1782.188,0.697,74.378,1455.281,0.221,2.387,0.324,0.493,13.84
4634,1,20885.5,617612.42,4613605.14,66,0,1,73205000.7,202004.9507,2.05,1897.152,1782.19,0.697,74.378,1455.278,0.221,2.416,0.334,0.493,13.63
4635,1,20901,617612.43,4613604.96,66,0,1,73206550.7,202006.0507,2.081818182,1897.151,1782.186,0.697,74.379,1455.282,0.221,2.352,0.322,0.493,14.11
4636,1,20907,617612.45,4613604.96,66,0,1,73207150.7,202007.1507,2.2,1897.152,1782.188,0.696,74.378,1455.278,0.221,2.373,0.338,0.493,14.21
4637,1,20908,617612.46,4613604.96,66,0,1,73207250.7,202007.2507,2.1,1897.152,1782.188,0.697,74.378,1455.279,0.221,2.383,0.334,0.493,15.67
4638,1,20909,617612.47,4613604.96,66,0,1,73207350.7,202007.3507,2.1,1897.151,1782.185,0.697,74.379,1455.284,0.221,2.329,0.317,0.493,15.72
4639,1,20910,617612.49,4613604.96,66,0,1,73207450.7,202007.4507,2.1,1897.152,1782.189,0.697,74.378,1455.28,0.221,2.408,0.325,0.493,15.46
4640,1,20911,617612.5,4613604.96,66,0,1,73207550.7,202007.5507,1.9,1897.152,1782.188,0.697,74.378,1455.28,0.221,2.375,0.329,0.493,13.05
4641,1,20912,617612.52,4613604.97,66,0,1,73207650.7,202007.6507,1.9,1897.15,1782.185,0.697,74.379,1455.284,0.221,2.322,0.317,0.493,13.65
4642,1,20913,617612.53,4613604.97,66,0,1,73207750.7,202007.7507,1.7,1897.149,1782.183,0.697,74.379,1455.291,0.221,2.273,0.296,0.493,15.96
4643,1,20914,617612.54,4613604.97,66,0,1,73207850.7,202007.8507,2.1,1897.151,1782.189,0.697,74.379,1455.287,0.221,2.407,0.302,0.493,18.12
4644,1,20915,617612.56,4613604.97,66,0,1,73207950.7,202007.9507,2.1,1897.15,1782.185,0.697,74.379,1455.284,0.221,2.311,0.317,0.493,12.7
4645,1,20916,617612.56,4613604.98,66,0,1,73208050.7,202008.0507,2.2,1897.152,1782.187,0.697,74.378,1455.279,0.221,2.367,0.332,0.493,13.48
4646,1,20917,617612.56,4613605.02,66,0,1,73208150.7,202008.1507,2.3,1897.15,1782.185,0.697,74.379,1455.284,0.221,2.315,0.316,0.493,13.97
4647,1,20918,617612.56,4613605.06,66,0,1,73208250.7,202008.2507,2,1897.145,1782.174,0.698,74.38,1455.3,0.221,2.102,0.274,0.492,14.38
4648,1,20919,617612.56,4613605.1,66,0,1,73208350.7,202008.3507,2.1,1897.147,1782.179,0.698,74.38,1455.293,0.221,2.204,0.287,0.492,14.62
4649,1,20920,617612.56,4613605.13,66,0,1,73208450.7,202008.4507,1.9,1897.149,1782.183,0.697,74.379,1455.287,0.221,2.291,0.302,0.493,15.88
4650,1,20921,617612.56,4613605.17,66,0,1,73208550.7,202008.5507,2.1,1897.147,1782.177,0.697,74.379,1455.291,0.221,2.165,0.293,0.493,13.85
4651,1,20922,617612.56,4613605.21,66,0,1,73208650.7,202008.6507,2.2,1897.15,1782.182,0.697,74.379,1455.283,0.221,2.278,0.316,0.493,12.54
4652,1,20923,617612.56,4613605.24,66,0,1,73208750.7,202008.7507,2,1897.151,1782.184,0.697,74.378,1455.281,0.221,2.322,0.321,0.493,12.54
4653,1,20924,617612.56,4613605.28,66,0,1,73208850.7,202008.8507,1.8,1897.15,1782.183,0.697,74.379,1455.285,0.221,2.293,0.309,0.493,14.86
4654,1,20925,617612.56,4613605.32,66,0,1,73208950.7,202008.9507,1.9,1897.148,1782.182,0.698,74.379,1455.292,0.221,2.266,0.29,0.493,18.99
4655,1,20926,617612.56,4613605.36,66,0,1,73209050.7,202009.0507,2.3,1897.149,1782.18,0.697,74.379,1455.286,0.221,2.245,0.306,0.493,16.36
4656,1,20927,617612.56,4613605.42,66,0,1,73209150.7,202009.1507,1.9,1897.151,1782.186,0.697,74.378,1455.278,0.221,2.364,0.329,0.493,14.88
4657,1,20928,617612.56,4613605.48,66,0,1,73209250.7,202009.2507,1.9,1897.15,1782.184,0.697,74.378,1455.282,0.221,2.322,0.318,0.493,14.44
4658,1,20929,617612.56,4613605.53,66,0,1,73209350.7,202009.3507,2,1897.151,1782.185,0.697,74.378,1455.279,0.221,2.341,0.325,0.493,13.9
4659,1,20930,617612.55,4613605.59,66,0,1,73209450.7,202009.4507,2.1,1897.152,1782.187,0.697,74.378,1455.276,0.221,2.391,0.334,0.493,14.09
4660,1,20931,617612.55,4613605.64,66,0,1,73209550.7,202009.5507,2,1897.15,1782.183,0.697,74.379,1455.284,0.221,2.307,0.308,0.493,14.2
4661,1,20932,617612.55,4613605.7,66,0,1,73209650.7,202009.6507,2,1897.15,1782.182,0.697,74.379,1455.284,0.221,2.288,0.31,0.493,14.45
4662,1,20933,617612.55,4613605.75,66,0,1,73209750.7,202009.7507,2,1897.149,1782.181,0.697,74.379,1455.287,0.221,2.261,0.301,0.493,15.87
4663,1,20934,617612.55,4613605.81,66,0,1,73209850.7,202009.8507,1.9,1897.148,1782.179,0.697,74.379,1455.288,0.221,2.23,0.3,0.493,15.35
4664,1,20935,617612.55,4613605.86,66,0,1,73209950.7,202009.9507,2,1897.149,1782.18,0.697,74.379,1455.287,0.221,2.238,0.304,0.493,14.45
4665,1,20936,617612.55,4613605.91,66,0,1,73210050.7,202010.0507,1.9,1897.149,1782.18,0.697,74.379,1455.286,0.221,2.243,0.307,0.493,14.61
4666,1,20937,617612.55,4613605.95,66,0,1,73210150.7,202010.1507,2.1,1897.15,1782.183,0.697,74.379,1455.283,0.221,2.307,0.313,0.493,14.84
4667,1,20938,617612.55,4613605.98,66,0,1,73210250.7,202010.2507,1.9,1897.149,1782.18,0.697,74.379,1455.284,0.221,2.238,0.313,0.493,13.4
4668,1,20939,617612.55,4613606.02,66,0,1,73210350.7,202010.3507,1.9,1897.148,1782.178,0.697,74.379,1455.286,0.221,2.198,0.307,0.493,14.29
4669,1,20940,617612.55,4613606.06,66,0,1,73210450.7,202010.4507,1.9,1897.147,1782.175,0.697,74.379,1455.292,0.221,2.132,0.292,0.493,14.34
4670,1,20941,617612.55,4613606.09,66,0,1,73210550.7,202010.5507,2,1897.149,1782.178,0.697,74.379,1455.284,0.221,2.213,0.314,0.493,12.11
4671,1,20942,617612.55,4613606.13,66,0,1,73210650.7,202010.6507,2,1897.15,1782.182,0.697,74.378,1455.28,0.221,2.296,0.322,0.493,11.84
4672,1,20943,617612.54,4613606.17,66,0,1,73210750.7,202010.7507,2,1897.152,1782.186,0.697,74.378,1455.276,0.221,2.392,0.335,0.493,14.24
4673,1,20944,617612.54,4613606.21,66,0,1,73210850.7,202010.8507,2,1897.152,1782.187,0.697,74.378,1455.277,0.221,2.405,0.329,0.493,16.42
4674,1,20945,617612.54,4613606.24,66,0,1,73210950.7,202010.9507,1.9,1897.148,1782.179,0.697,74.379,1455.287,0.221,2.246,0.302,0.493,14.56
4675,1,20946,617612.55,4613606.28,66,0,1,73211050.7,202011.0507,2,1897.149,1782.18,0.697,74.379,1455.285,0.221,2.255,0.306,0.493,14.3
4676,1,20947,617612.56,4613606.32,66,0,1,73211150.7,202011.1507,1.7,1897.147,1782.175,0.697,74.379,1455.288,0.221,2.159,0.302,0.493,11.67
4677,1,20948,617612.58,4613606.35,66,0,1,73211250.7,202011.2507,1.8,1897.148,1782.177,0.697,74.379,1455.287,0.221,2.195,0.303,0.493,12.08
4678,1,20949,617612.59,4613606.39,66,0,1,73211350.7,202011.3507,1.9,1897.152,1782.187,0.696,74.378,1455.273,0.221,2.421,0.342,0.494,13.53
4679,1,20950,617612.6,4613606.43,66,0,1,73211450.7,202011.4507,2,1897.15,1782.181,0.697,74.378,1455.281,0.221,2.316,0.316,0.493,14.69
4680,1,20951,617612.62,4613606.47,66,0,1,73211550.7,202011.5507,1.9,1897.148,1782.176,0.697,74.379,1455.285,0.221,2.21,0.306,0.493,12.86
4681,1,20952,617612.63,4613606.5,66,0,1,73211650.7,202011.6507,1.7,1897.149,1782.178,0.697,74.379,1455.283,0.221,2.252,0.31,0.493,13.24
4682,1,20953,617612.64,4613606.54,66,0,1,73211750.7,202011.7507,1.9,1897.15,1782.183,0.697,74.379,1455.281,0.221,2.35,0.311,0.493,16.25
4683,1,20954,617612.66,4613606.58,66,0,1,73211850.7,202011.8507,1.9,1897.149,1782.18,0.697,74.378,1455.281,0.221,2.298,0.314,0.493,13.66
4684,1,20955,617612.67,4613606.62,66,0,1,73211950.7,202011.9507,1.8,1897.149,1782.179,0.697,74.378,1455.279,0.221,2.275,0.323,0.493,12.76
4685,1,20956,617612.68,4613606.66,66,0,1,73212050.7,202012.0507,1.8,1897.15,1782.181,0.697,74.378,1455.279,0.221,2.307,0.321,0.493,15.83
4686,1,20957,617612.67,4613606.72,66,0,1,73212150.7,202012.1507,1.8,1897.151,1782.182,0.697,74.378,1455.276,0.221,2.339,0.33,0.493,13.96
4687,1,20958,617612.67,4613606.77,66,0,1,73212250.7,202012.2507,1.8,1897.147,1782.174,0.697,74.379,1455.287,0.221,2.159,0.301,0.493,12.83
4688,1,20959,617612.67,4613606.83,66,0,1,73212350.7,202012.3507,1.8,1897.146,1782.174,0.698,74.379,1455.292,0.221,2.157,0.287,0.493,15.5
4689,1,20960,617612.67,4613606.88,66,0,1,73212450.7,202012.4507,1.8,1897.148,1782.179,0.697,74.379,1455.287,0.221,2.253,0.297,0.493,17.81
4690,1,20961,617612.67,4613606.94,66,0,1,73212550.7,202012.5507,1.9,1897.148,1782.179,0.697,74.379,1455.285,0.221,2.259,0.303,0.493,16.07
4691,1,20962,617612.67,4613606.99,66,0,1,73212650.7,202012.6507,1.9,1897.149,1782.18,0.697,74.378,1455.28,0.221,2.282,0.316,0.493,14.32
4692,1,20963,617612.67,4613607.05,66,0,1,73212750.7,202012.7507,2,1897.151,1782.183,0.697,74.378,1455.276,0.221,2.342,0.33,0.493,14.2
4693,1,20964,617612.67,4613607.11,66,0,1,73212850.7,202012.8507,1.9,1897.15,1782.182,0.697,74.378,1455.279,0.221,2.328,0.319,0.493,14.14
4694,1,20965,617612.67,4613607.16,66,0,1,73212950.7,202012.9507,1.9,1897.148,1782.176,0.697,74.379,1455.285,0.221,2.204,0.304,0.493,12.65
4695,1,20966,617612.67,4613607.22,66,0,1,73213050.7,202013.0507,1.9,1897.149,1782.178,0.697,74.378,1455.28,0.221,2.246,0.317,0.493,13.02
4696,1,20967,617612.69,4613607.27,66,0,1,73213150.7,202013.1507,1.7,1897.148,1782.177,0.697,74.379,1455.282,0.221,2.237,0.31,0.493,14.54
4697,1,20968,617612.7,4613607.33,66,0,1,73213250.7,202013.2507,1.8,1897.147,1782.175,0.697,74.379,1455.284,0.221,2.18,0.308,0.493,12.34
4698,1,20969,617612.71,4613607.38,66,0,1,73213350.7,202013.3507,2,1897.15,1782.181,0.697,74.378,1455.275,0.221,2.324,0.331,0.494,13.83
4699,1,20970,617612.73,4613607.44,66,0,1,73213450.7,202013.4507,2,1897.151,1782.182,0.697,74.378,1455.274,0.221,2.349,0.333,0.494,14.29
4700,1,20971,617612.74,4613607.5,66,0,1,73213550.7,202013.5507,1.9,1897.148,1782.177,0.697,74.378,1455.282,0.221,2.23,0.311,0.493,13.61
4701,1,20972,617612.75,4613607.55,66,0,1,73213650.7,202013.6507,1.8,1897.148,1782.177,0.697,74.379,1455.285,0.221,2.241,0.299,0.493,14.17
4702,1,20973,617612.76,4613607.61,66,0,1,73213750.7,202013.7507,1.8,1897.147,1782.175,0.698,74.379,1455.289,0.221,2.195,0.29,0.493,14.83
4703,1,20974,617612.78,4613607.66,66,0,1,73213850.7,202013.8507,1.8,1897.147,1782.174,0.697,74.379,1455.285,0.221,2.185,0.301,0.493,12.68
4704,1,20975,617612.79,4613607.72,66,0,1,73213950.7,202013.9507,1.9,1897.148,1782.177,0.697,74.378,1455.281,0.221,2.246,0.312,0.493,13.33
4705,1,20976,617612.8,4613607.76,66,0,1,73214050.7,202014.0507,2,1897.146,1782.174,0.698,74.379,1455.289,0.221,2.171,0.289,0.493,14.25
4706,1,20977,617612.8,4613607.8,66,0,1,73214150.7,202014.1507,2,1897.147,1782.175,0.697,74.379,1455.287,0.221,2.204,0.295,0.493,13.46
4707,1,20978,617612.8,4613607.84,66,0,1,73214250.7,202014.2507,1.8,1897.148,1782.176,0.697,74.379,1455.283,0.221,2.23,0.305,0.493,14.78
4708,1,20979,617612.79,4613607.88,66,0,1,73214350.7,202014.3507,2,1897.148,1782.178,0.697,74.379,1455.285,0.221,2.257,0.299,0.493,14.77
4709,1,20980,617612.79,4613607.91,66,0,1,73214450.7,202014.4507,1.8,1897.151,1782.185,0.697,74.378,1455.275,0.221,2.406,0.325,0.493,15.01
4710,1,20981,617612.79,4613607.95,66,0,1,73214550.7,202014.5507,1.9,1897.153,1782.189,0.696,74.377,1455.269,0.221,2.503,0.342,0.494,14.79
4711,1,20982,617612.79,4613607.99,66,0,1,73214650.7,202014.6507,1.9,1897.152,1782.186,0.697,74.378,1455.272,0.221,2.429,0.335,0.494,13.97
4712,1,20983,617612.79,4613608.02,66,0,1,73214750.7,202014.7507,1.9,1897.15,1782.181,0.697,74.378,1455.275,0.221,2.322,0.328,0.493,11.83
4713,1,20984,617612.79,4613608.06,66,0,1,73214850.7,202014.8507,1.9,1897.151,1782.181,0.697,74.378,1455.274,0.221,2.337,0.328,0.494,11.95
4714,1,20985,617612.79,4613608.1,66,0,1,73214950.7,202014.9507,1.9,1897.151,1782.183,0.697,74.378,1455.274,0.221,2.368,0.327,0.493,12.54
4715,1,20986,617612.79,4613608.13,66,0,1,73215050.7,202015.0507,1.9,1897.147,1782.176,0.697,74.379,1455.286,0.221,2.229,0.293,0.493,14.78
4716,1,20987,617612.79,4613608.17,66,0,1,73215150.7,202015.1507,1.8,1897.148,1782.178,0.697,74.379,1455.284,0.221,2.277,0.298,0.493,15.73
4717,1,20988,617612.79,4613608.21,66,0,1,73215250.7,202015.2507,1.8,1897.149,1782.179,0.697,74.378,1455.279,0.221,2.296,0.314,0.493,15.02
4718,1,20989,617612.79,4613608.25,66,0,1,73215350.7,202015.3507,1.9,1897.15,1782.181,0.697,74.378,1455.274,0.221,2.322,0.329,0.494,13.82
4719,1,20990,617612.79,4613608.28,66,0,1,73215450.7,202015.4507,1.8,1897.154,1782.189,0.696,74.377,1455.262,0.221,2.517,0.368,0.494,14.13
4720,1,20991,617612.79,4613608.32,66,0,1,73215550.7,202015.5507,1.9,1897.152,1782.185,0.696,74.377,1455.269,0.221,2.429,0.341,0.494,14.35
4721,1,20992,617612.79,4613608.36,66,0,1,73215650.7,202015.6507,1.9,1897.149,1782.179,0.697,74.378,1455.279,0.221,2.298,0.312,0.493,14.97
4722,1,20993,617612.79,4613608.39,66,0,1,73215750.7,202015.7507,1.8,1897.149,1782.178,0.697,74.378,1455.277,0.221,2.293,0.316,0.493,14.32
4723,1,20994,617612.79,4613608.43,66,0,1,73215850.7,202015.8507,1.8,1897.153,1782.186,0.696,74.377,1455.265,0.221,2.461,0.353,0.494,14.63
4724,1,20995,617612.78,4613608.47,66,0,1,73215950.7,202015.9507,1.8,1897.156,1782.193,0.696,74.376,1455.259,0.221,2.618,0.375,0.494,17.28
4725,1,20996,617612.78,4613608.51,66,0,1,73216050.7,202016.0507,1.9,1897.148,1782.175,0.697,74.378,1455.279,0.221,2.269,0.305,0.493,14.94
4726,1,20997,617612.78,4613608.54,66,0,1,73216150.7,202016.1507,1.9,1897.146,1782.17,0.697,74.379,1455.285,0.221,2.152,0.293,0.493,14.24
4727,1,20998,617612.78,4613608.58,66,0,1,73216250.7,202016.2507,1.9,1897.146,1782.17,0.697,74.379,1455.283,0.221,2.168,0.298,0.493,14.13
4728,1,20999,617612.78,4613608.62,66,0,1,73216350.7,202016.3507,1.8,1897.145,1782.168,0.698,74.379,1455.288,0.221,2.119,0.286,0.493,13.9
4729,1,21000,617612.78,4613608.65,66,0,1,73216450.7,202016.4507,1.9,1897.145,1782.17,0.698,74.379,1455.29,0.221,2.148,0.28,0.493,14.92
4730,1,21001,617612.78,4613608.69,66,0,1,73216550.7,202016.5507,1.9,1897.146,1782.173,0.698,74.379,1455.287,0.221,2.209,0.284,0.493,15.35
4731,1,21002,617612.78,4613608.73,66,0,1,73216650.7,202016.6507,1.9,1897.149,1782.177,0.697,74.378,1455.276,0.221,2.298,0.315,0.493,13.24
4732,1,21003,617612.78,4613608.76,66,0,1,73216750.7,202016.7507,1.9,1897.149,1782.176,0.697,74.378,1455.277,0.221,2.287,0.311,0.493,13.79
4733,1,21004,617612.78,4613608.8,66,0,1,73216850.7,202016.8507,1.9,1897.149,1782.177,0.697,74.378,1455.275,0.221,2.313,0.315,0.493,13.78
4734,1,21005,617612.78,4613608.84,66,0,1,73216950.7,202016.9507,1.9,1897.15,1782.179,0.697,74.378,1455.275,0.221,2.349,0.315,0.493,13.85
4735,1,21006,617612.78,4613608.87,66,0,1,73217050.7,202017.0507,1.9,1897.148,1782.175,0.697,74.378,1455.279,0.221,2.263,0.305,0.493,14.39
4736,1,21007,617612.78,4613608.88,66,0,1,73217150.7,202017.1507,1.9,1897.148,1782.176,0.697,74.378,1455.279,0.221,2.288,0.305,0.493,15.3
4737,1,21008,617612.78,4613608.9,66,0,1,73217250.7,202017.2507,1.9,1897.15,1782.181,0.697,74.378,1455.277,0.221,2.396,0.306,0.493,17.82
4738,1,21009,617612.78,4613608.92,67,0,1,73217350.7,202017.3507,1.9,1897.151,1782.183,0.697,74.378,1455.272,0.221,2.431,0.319,0.494,16.57
4739,1,21010,617612.78,4613608.94,67,0,1,73217450.7,202017.4507,1.9,1897.152,1782.184,0.696,74.377,1455.266,0.221,2.456,0.34,0.494,14.37
4740,1,21011,617612.78,4613608.96,67,0,1,73217550.7,202017.5507,1.9,1897.15,1782.179,0.697,74.378,1455.274,0.221,2.354,0.316,0.493,14.17
4741,1,21012,617612.78,4613608.98,67,0,1,73217650.7,202017.6507,1.9,1897.151,1782.181,0.697,74.378,1455.274,0.221,2.399,0.314,0.493,16.13
4742,1,21013,617612.78,4613609,67,0,1,73217750.7,202017.7507,1.9,1897.149,1782.178,0.697,74.378,1455.275,0.221,2.314,0.316,0.493,12.42
4743,1,21014,617612.78,4613609.01,67,0,1,73217850.7,202017.8507,1.9,1897.147,1782.173,0.697,74.378,1455.279,0.221,2.21,0.305,0.493,11.74
4744,1,21015,617612.78,4613609.03,67,0,1,73217950.7,202017.9507,1.8,1897.148,1782.174,0.697,74.378,1455.279,0.221,2.247,0.304,0.493,14.24
4745,1,21016,617612.77,4613609.04,67,0,1,73218050.7,202018.0507,1.8,1897.15,1782.179,0.697,74.378,1455.271,0.221,2.357,0.323,0.494,13.65
4746,1,21017,617612.75,4613609.04,67,0,1,73218150.7,202018.1507,1.8,1897.152,1782.183,0.696,74.377,1455.266,0.221,2.442,0.34,0.494,15.1
4747,1,21018,617612.74,4613609.04,67,0,1,73218250.7,202018.2507,1.8,1897.15,1782.179,0.697,74.378,1455.271,0.221,2.355,0.325,0.494,15.03
4748,1,21019,617612.73,4613609.04,67,0,1,73218350.7,202018.3507,1.8,1897.149,1782.177,0.697,74.378,1455.274,0.221,2.318,0.315,0.493,14.85
4749,1,21020,617612.71,4613609.04,67,0,1,73218450.7,202018.4507,1.8,1897.15,1782.18,0.697,74.378,1455.271,0.221,2.367,0.324,0.494,13.12
4750,1,21021,617612.7,4613609.04,67,0,1,73218550.7,202018.5507,1.8,1897.15,1782.178,0.697,74.377,1455.27,0.221,2.339,0.329,0.494,11.29
4751,1,21022,617612.69,4613609.04,67,0,1,73218650.7,202018.6507,1.8,1897.148,1782.174,0.697,74.378,1455.275,0.221,2.244,0.316,0.493,12.88
4752,1,21023,617612.67,4613609.04,67,0,1,73218750.7,202018.7507,1.9,1897.148,1782.174,0.697,74.378,1455.276,0.221,2.248,0.31,0.493,13.29
4753,1,21024,617612.66,4613609.04,67,0,1,73218850.7,202018.8507,1.9,1897.15,1782.179,0.697,74.378,1455.275,0.221,2.343,0.309,0.493,13.76
4754,1,21025,617612.64,4613609.04,67,0,1,73218950.7,202018.9507,1.8,1897.149,1782.176,0.697,74.378,1455.278,0.221,2.291,0.304,0.493,14.66
4755,1,21026,617612.64,4613609.05,67,0,1,73219050.7,202019.0507,1.9,1897.145,1782.167,0.698,74.379,1455.286,0.221,2.095,0.287,0.493,11.98
4756,1,21027,617612.64,4613609.07,67,0,1,73219150.7,202019.1507,1.9,1897.146,1782.169,0.698,74.379,1455.284,0.221,2.138,0.291,0.493,12.94
4757,1,21028,617612.64,4613609.09,67,0,1,73219250.7,202019.2507,1.9,1897.146,1782.169,0.697,74.379,1455.283,0.221,2.152,0.293,0.493,14.46
4758,1,21029,617612.64,4613609.1,67,0,1,73219350.7,202019.3507,1.9,1897.144,1782.166,0.698,74.379,1455.288,0.221,2.078,0.281,0.493,14.75
4759,1,21030,617612.64,4613609.12,67,0,1,73219450.7,202019.4507,1.8,1897.144,1782.166,0.698,74.379,1455.288,0.221,2.07,0.28,0.493,14.52
4760,1,21031,617612.63,4613609.14,67,0,1,73219550.7,202019.5507,1.9,1897.146,1782.17,0.697,74.378,1455.28,0.221,2.172,0.3,0.493,13.94
4761,1,21032,617612.63,4613609.16,67,0,1,73219650.7,202019.6507,1.8,1897.147,1782.172,0.697,74.378,1455.279,0.221,2.21,0.301,0.493,15.06
4762,1,21033,617612.63,4613609.18,67,0,1,73219750.7,202019.7507,1.9,1897.15,1782.177,0.697,74.378,1455.272,0.221,2.338,0.32,0.494,16.09
4763,1,21034,617612.63,4613609.2,67,0,1,73219850.7,202019.8507,1.9,1897.147,1782.171,0.697,74.379,1455.28,0.221,2.21,0.296,0.493,13.6
4764,1,21035,617612.63,4613609.22,67,0,1,73219950.9,202019.9509,2,1897.142,1782.162,0.698,74.38,1455.298,0.221,1.998,0.258,0.492,13.9
4765,1,21036,617612.63,4613609.24,67,0,1,73220050.7,202020.0507,1.8,1897.145,1782.167,0.698,74.379,1455.287,0.221,2.13,0.277,0.493,15.72
4766,1,21037,617612.63,4613609.28,67,0,1,73220150.7,202020.1507,1.8,1897.148,1782.174,0.697,74.378,1455.274,0.221,2.277,0.308,0.493,14.86
4767,1,21038,617612.63,4613609.32,67,0,1,73220250.7,202020.2507,1.8,1897.147,1782.171,0.697,74.378,1455.276,0.221,2.229,0.304,0.493,15.15
4768,1,21039,617612.63,4613609.35,67,0,1,73220350.7,202020.3507,1.7,1897.147,1782.171,0.697,74.378,1455.275,0.221,2.227,0.305,0.493,14.31
4769,1,21040,617612.63,4613609.39,67,0,1,73220450.7,202020.4507,1.9,1897.148,1782.173,0.697,74.378,1455.273,0.221,2.262,0.313,0.494,13.35
4770,1,21041,617612.63,4613609.43,67,0,1,73220550.7,202020.5507,1.9,1897.147,1782.171,0.697,74.378,1455.277,0.221,2.22,0.299,0.493,14.58
4771,1,21042,617612.63,4613609.47,67,0,1,73220650.7,202020.6507,1.8,1897.145,1782.168,0.698,74.379,1455.284,0.221,2.152,0.282,0.493,14.89
4772,1,21043,617612.63,4613609.5,67,0,1,73220750.7,202020.7507,1.8,1897.149,1782.174,0.697,74.377,1455.269,0.221,2.3,0.32,0.494,12.5
4773,1,21044,617612.63,4613609.54,67,0,1,73220850.7,202020.8507,1.8,1897.15,1782.176,0.697,74.377,1455.267,0.221,2.332,0.327,0.494,13.31
