LineName,X,Y,Z
line 4,617619.497,4613673.046,207.56
line 4,617618.863,4613666.039,0.0
line 4,617619.057,4613659.268,0.0
line 4,617619.666,4613652.614,0.0
line 4,617620.175,4613646.959,0.0
line 4,617619.862,4613640.624,0.0
line 4,617620.116,4613635.297,0.0
line 4,617620.978,4613628.426,0.0
line 4,617621.573,4613622.66,0.0
line 4,617623.01,4613616.243,0.0
line 4,617623.098,4613610.913,0.0
line 4,617622.77,4613605.466,0.0
line 4,617622.764,4613600.802,0.0
line 4,617622.903,4613597.361,0.0
