Line,Sample,X,Y,Mark,Status,GPSStat,Time[ms],Time[hhmmss.sss],PowerLn, ResLayer_1, ResLayer_2, ResLayer_3, ResLayer_4, ResLayer_5, ThiLayer_1, ThiLayer_2, ThiLayer_3, ThiLayer_4,FitError(%)
0.0,11.5,617646.29,4613604.78,0.0,0.0,2.0,71016077.29999998,194335.1273,1.7650000000000001, 30.042, 18.197, 6.844, 7.839, 32.152, 2.679, 0.736, 1.195, 0.492, 16.06
0.0,22.0,617646.28,4613604.78,0.0,0.0,2.0,71017127.3,194337.1273,1.7, 104.856, 17.128, 3.434, 7.597, 112.220, 2.089, 0.200, 1.084, 0.200, 13.27
0.0,23.0,617646.26,4613604.78,0.0,0.0,2.0,71017227.3,194337.2273,1.7, 282.813, 17.468, 1.559, 7.693, 381.923, 2.235, 0.200, 0.535, 0.200, 12.97
0.0,24.0,617646.25,4613604.78,0.0,0.0,2.0,71017327.3,194337.3273,1.7, 370.745, 17.613, 1.253, 7.753, 519.214, 2.364, 0.200, 0.452, 0.200, 13.15
0.0,25.0,617646.23,4613604.78,0.0,0.0,2.0,71017427.3,194337.4273,1.8, 400.473, 17.663, 1.179, 7.771, 556.727, 2.483, 0.200, 0.463, 0.200, 14.31
0.0,26.0,617646.22,4613604.78,0.0,0.0,2.0,71017527.3,194337.5273,1.7, 437.196, 17.712, 1.085, 7.800, 612.969, 2.373, 0.200, 0.405, 0.200, 12.51
0.0,27.0,617646.21,4613604.78,0.0,0.0,2.0,71017627.3,194337.6273,1.7, 482.681, 17.781, 0.993, 7.836, 682.136, 2.400, 0.200, 0.373, 0.200, 13.06
0.0,28.0,617646.19,4613604.78,0.0,0.0,2.0,71017727.3,194337.7273,1.7, 528.083, 17.852, 0.913, 7.883, 773.828, 2.239, 0.200, 0.297, 0.200, 13.34
0.0,29.0,617646.18,4613604.78,0.0,0.0,2.0,71017827.3,194337.8273,1.7, 551.410, 17.895, 0.878, 7.911, 831.900, 2.180, 0.200, 0.267, 0.200, 13.81
0.0,30.0,617646.17,4613604.78,0.0,0.0,2.0,71017927.3,194337.9273,1.7, 571.773, 17.936, 0.847, 7.942, 895.452, 2.043, 0.200, 0.240, 0.200, 13.65
0.0,31.0,617646.16,4613604.78,0.0,0.0,2.0,71018027.3,194338.0273,1.7, 587.530, 17.973, 0.824, 7.971, 958.587, 1.929, 0.200, 0.208, 0.200, 14.82
0.0,32.0,617646.15,4613604.8,0.0,0.0,2.0,71018127.3,194338.1273,1.7, 594.985, 18.003, 0.816, 7.980, 980.341, 2.013, 0.228, 0.228, 0.200, 15.35
0.0,33.0,617646.15,4613604.82,0.0,0.0,2.0,71018227.3,194338.2273,1.7, 602.420, 18.032, 0.808, 7.989, 999.618, 2.079, 0.238, 0.236, 0.200, 13.81
0.0,34.0,617646.15,4613604.84,0.0,0.0,2.0,71018327.3,194338.3273,1.7, 608.208, 18.054, 0.802, 7.996, 1013.354, 2.125, 0.241, 0.243, 0.200, 11.86
0.0,35.0,617646.15,4613604.86,0.0,0.0,2.0,71018427.3,194338.4273,1.7, 619.582, 18.096, 0.790, 8.007, 1035.494, 2.220, 0.249, 0.258, 0.200, 13.61
0.0,36.0,617646.15,4613604.87,0.0,0.0,2.0,71018527.3,194338.5273,1.7, 638.044, 18.165, 0.772, 8.021, 1061.601, 2.376, 0.260, 0.289, 0.200, 11.69
0.0,37.0,617646.15,4613604.89,0.0,0.0,2.0,71018627.3,194338.6273,1.7, 644.180, 18.175, 0.765, 8.027, 1072.088, 2.354, 0.205, 0.284, 0.200, 10.75
0.0,38.0,617646.15,4613604.91,0.0,0.0,2.0,71018727.3,194338.7273,1.7, 668.842, 18.215, 0.736, 8.054, 1121.067, 2.264, 0.200, 0.251, 0.200, 12.90
0.0,39.0,617646.15,4613604.93,0.0,0.0,2.0,71018827.3,194338.8273,1.6, 678.098, 18.242, 0.729, 8.061, 1133.929, 2.386, 0.248, 0.273, 0.200, 10.95
0.0,40.0,617646.15,4613604.95,0.0,0.0,2.0,71018927.3,194338.9273,1.7, 694.369, 18.267, 0.711, 8.081, 1169.783, 2.243, 0.200, 0.234, 0.200, 11.60
0.0,45.5,617646.15,4613604.96,0.0,0.0,2.0,71019477.29999998,194339.0273,1.7700000000000002, 704.177, 18.286, 0.702, 8.093, 1190.582, 2.252, 0.200, 0.233, 0.200, 13.67
0.0,51.0,617646.15,4613604.97,0.0,0.0,2.0,71020027.3,194340.0273,1.7, 716.156, 18.307, 0.691, 8.108, 1218.357, 2.215, 0.200, 0.224, 0.200, 12.69
0.0,52.0,617646.15,4613604.98,0.0,0.0,2.0,71020127.3,194340.1273,1.8, 721.980, 18.320, 0.686, 8.114, 1229.957, 2.256, 0.205, 0.227, 0.200, 14.49
0.0,53.0,617646.15,4613605.0,0.0,0.0,2.0,71020227.3,194340.2273,1.8, 732.079, 18.339, 0.678, 8.126, 1251.731, 2.258, 0.200, 0.219, 0.200, 14.79
0.0,54.0,617646.15,4613605.02,0.0,0.0,2.0,71020327.3,194340.3273,1.6, 740.677, 18.354, 0.671, 8.136, 1269.859, 2.268, 0.200, 0.222, 0.200, 14.12
0.0,55.0,617646.15,4613605.04,0.0,0.0,2.0,71020427.3,194340.4273,1.7, 749.253, 18.379, 0.665, 8.142, 1282.065, 2.383, 0.247, 0.243, 0.200, 13.06
0.0,56.0,617646.15,4613605.06,0.0,0.0,2.0,71020527.3,194340.5273,1.6, 753.475, 18.389, 0.662, 8.145, 1288.316, 2.402, 0.239, 0.250, 0.200, 12.35
0.0,57.0,617646.15,4613605.08,0.0,0.0,2.0,71020627.3,194340.6273,1.8, 762.574, 18.404, 0.655, 8.155, 1304.383, 2.397, 0.200, 0.228, 0.200, 14.13
0.0,58.0,617646.15,4613605.1,0.0,0.0,2.0,71020727.3,194340.7273,1.8, 770.963, 18.426, 0.650, 8.159, 1313.518, 2.532, 0.262, 0.257, 0.200, 12.46
0.0,59.0,617646.15,4613605.11,0.0,0.0,2.0,71020827.3,194340.8273,1.8, 787.973, 18.447, 0.637, 8.178, 1343.251, 2.381, 0.200, 0.226, 0.200, 11.86
0.0,60.0,617646.15,4613605.13,0.0,0.0,2.0,71020927.3,194340.9273,1.8, 796.099, 18.457, 0.629, 8.188, 1359.643, 2.243, 0.200, 0.204, 0.200, 12.82
0.0,61.0,617646.15,4613605.14,0.0,0.0,2.0,71021027.3,194341.0273,1.8, 800.320, 18.469, 0.627, 8.191, 1366.139, 2.324, 0.246, 0.216, 0.200, 12.86
0.0,62.0,617646.17,4613605.12,0.0,0.0,2.0,71021127.3,194341.1273,1.7, 799.566, 18.466, 0.628, 8.194, 1366.363, 2.218, 0.200, 0.200, 0.200, 14.47
0.0,63.0,617646.18,4613605.1,0.0,0.0,2.0,71021227.3,194341.2273,1.8, 799.445, 18.469, 0.632, 8.198, 1366.485, 2.202, 0.200, 0.200, 0.200, 15.62
0.0,64.0,617646.2,4613605.09,0.0,0.0,2.0,71021327.3,194341.3273,1.8, 799.475, 18.471, 0.634, 8.199, 1366.513, 2.207, 0.202, 0.200, 0.200, 15.99
0.0,65.0,617646.21,4613605.07,0.0,0.0,2.0,71021427.3,194341.4273,1.8, 801.687, 18.475, 0.632, 8.202, 1372.111, 2.194, 0.200, 0.200, 0.200, 13.20
0.0,66.0,617646.22,4613605.05,0.0,0.0,2.0,71021527.3,194341.5273,1.8, 805.414, 18.484, 0.630, 8.206, 1379.789, 2.228, 0.209, 0.207, 0.200, 13.02
0.0,67.0,617646.24,4613605.03,0.0,0.0,2.0,71021627.3,194341.6273,1.7, 805.277, 18.484, 0.631, 8.208, 1379.857, 2.208, 0.202, 0.200, 0.200, 14.43
0.0,68.0,617646.25,4613605.01,0.0,0.0,2.0,71021727.3,194341.7273,1.7, 805.362, 18.488, 0.635, 8.211, 1379.914, 2.221, 0.208, 0.200, 0.200, 14.18
0.0,69.0,617646.27,4613605.0,0.0,0.0,2.0,71021827.3,194341.8273,1.8, 809.004, 18.496, 0.632, 8.216, 1388.018, 2.237, 0.204, 0.200, 0.200, 13.88
0.0,70.0,617646.28,4613604.98,0.0,0.0,2.0,71021927.3,194341.9273,1.7, 813.349, 18.504, 0.629, 8.221, 1397.466, 2.240, 0.200, 0.207, 0.200, 12.28
0.0,71.0,617646.29,4613604.97,0.0,0.0,2.0,71022027.3,194342.0273,1.8, 813.258, 18.504, 0.630, 8.221, 1397.504, 2.226, 0.201, 0.200, 0.200, 13.08
0.0,72.0,617646.29,4613604.99,0.0,0.0,2.0,71022127.3,194342.1273,1.8, 819.351, 18.519, 0.626, 8.228, 1409.359, 2.280, 0.213, 0.204, 0.200, 13.86
0.0,73.0,617646.29,4613605.01,0.0,0.0,2.0,71022227.3,194342.2273,1.7, 826.104, 18.531, 0.621, 8.235, 1423.363, 2.286, 0.200, 0.206, 0.200, 13.96
0.0,74.0,617646.29,4613605.02,0.0,0.0,2.0,71022327.3,194342.3273,1.8, 825.900, 18.531, 0.622, 8.236, 1423.456, 2.256, 0.201, 0.200, 0.200, 16.64
0.0,75.0,617646.29,4613605.04,0.0,0.0,2.0,71022427.3,194342.4273,1.7, 828.579, 18.536, 0.620, 8.240, 1429.527, 2.251, 0.200, 0.200, 0.200, 15.35
0.0,76.0,617646.29,4613605.06,0.0,0.0,2.0,71022527.3,194342.5273,1.8, 828.342, 18.534, 0.620, 8.240, 1429.588, 2.217, 0.200, 0.200, 0.200, 13.83
0.0,77.0,617646.29,4613605.08,0.0,0.0,2.0,71022627.3,194342.6273,1.8, 834.622, 18.551, 0.616, 8.246, 1441.018, 2.294, 0.231, 0.206, 0.200, 13.23
0.0,78.0,617646.29,4613605.1,0.0,0.0,2.0,71022727.3,194342.7273,1.8, 841.001, 18.567, 0.613, 8.252, 1452.785, 2.330, 0.226, 0.205, 0.200, 13.40
0.0,79.0,617646.29,4613605.12,0.0,0.0,2.0,71022827.3,194342.8273,1.8, 840.507, 18.566, 0.614, 8.255, 1452.953, 2.260, 0.200, 0.200, 0.200, 14.45
0.0,80.0,617646.29,4613605.14,0.0,0.0,2.0,71022927.3,194342.9273,1.8, 840.519, 18.568, 0.616, 8.256, 1452.986, 2.263, 0.200, 0.200, 0.200, 15.54
0.0,105.5,617646.28,4613605.15,0.0,0.0,2.0,71025477.3,194343.0273,1.75, 849.693, 18.593, 0.611, 8.264, 1467.465, 2.375, 0.242, 0.210, 0.200, 15.59
0.0,82.0,617646.27,4613605.15,0.0,0.0,2.0,71023127.3,194343.1273,1.7, 859.589, 18.617, 0.605, 8.272, 1482.004, 2.435, 0.238, 0.224, 0.200, 13.95
0.0,106.0,617646.26,4613605.15,0.0,0.0,2.0,71025527.3,194343.2273,1.7, 869.406, 18.630, 0.598, 8.284, 1502.116, 2.294, 0.200, 0.201, 0.200, 13.27
0.0,105.5,617646.24,4613605.15,0.0,0.0,2.0,71025477.3,194343.3273,1.75, 869.427, 18.633, 0.600, 8.287, 1502.163, 2.298, 0.200, 0.200, 0.200, 14.42
0.0,85.0,617646.23,4613605.15,0.0,0.0,2.0,71023427.3,194343.4273,1.8, 869.549, 18.639, 0.606, 8.292, 1502.246, 2.318, 0.209, 0.200, 0.200, 14.83
0.0,105.5,617646.21,4613605.15,0.0,0.0,2.0,71025477.3,194343.5273,1.75, 869.123, 18.638, 0.607, 8.294, 1502.401, 2.257, 0.200, 0.200, 0.200, 14.42
0.0,87.0,617646.2,4613605.15,0.0,0.0,2.0,71023627.3,194343.6273,1.7, 869.027, 18.642, 0.612, 8.298, 1502.525, 2.245, 0.200, 0.200, 0.200, 14.59
0.0,106.0,617646.19,4613605.15,0.0,0.0,2.0,71025527.3,194343.7273,1.7, 868.926, 18.643, 0.613, 8.300, 1502.591, 2.230, 0.200, 0.200, 0.200, 14.60
0.0,105.5,617646.17,4613605.15,0.0,0.0,2.0,71025477.3,194343.8273,1.75, 868.927, 18.647, 0.617, 8.304, 1502.668, 2.231, 0.200, 0.200, 0.200, 16.24
0.0,90.0,617646.16,4613605.15,0.0,0.0,2.0,71023927.3,194343.9273,1.8, 868.949, 18.650, 0.620, 8.307, 1502.730, 2.236, 0.200, 0.200, 0.200, 14.92
0.0,113.91666666666667,617646.15,4613605.15,0.0,0.0,2.0,71026318.96666665,194344.0273,1.75, 868.942, 18.651, 0.621, 8.308, 1502.756, 2.235, 0.200, 0.200, 0.200, 13.85
0.0,92.0,617646.15,4613605.17,0.0,0.0,2.0,71024127.3,194344.1273,1.8, 869.977, 18.654, 0.621, 8.309, 1504.670, 2.252, 0.209, 0.206, 0.200, 13.40
0.0,93.0,617646.15,4613605.19,0.0,0.0,2.0,71024227.3,194344.2273,1.8, 873.646, 18.664, 0.619, 8.312, 1510.782, 2.306, 0.235, 0.213, 0.200, 13.57
0.0,94.0,617646.15,4613605.21,0.0,0.0,2.0,71024327.3,194344.3273,1.8, 873.286, 18.663, 0.620, 8.314, 1510.918, 2.253, 0.202, 0.200, 0.200, 15.79
0.0,100.5,617646.15,4613605.23,0.0,0.0,2.0,71024977.3,194344.4273,1.8, 873.155, 18.663, 0.621, 8.315, 1510.977, 2.235, 0.200, 0.200, 0.200, 15.49
0.0,96.0,617646.15,4613605.24,0.0,0.0,2.0,71024527.3,194344.5273,1.8, 873.146, 18.666, 0.624, 8.318, 1511.056, 2.235, 0.200, 0.200, 0.200, 14.07
0.0,97.0,617646.15,4613605.26,0.0,0.0,2.0,71024627.3,194344.6273,1.8, 873.264, 18.672, 0.630, 8.323, 1511.140, 2.253, 0.208, 0.200, 0.200, 13.46
0.0,98.0,617646.15,4613605.28,0.0,0.0,2.0,71024727.3,194344.7273,1.8, 873.070, 18.672, 0.631, 8.324, 1511.216, 2.226, 0.200, 0.200, 0.200, 13.59
0.0,99.0,617646.15,4613605.3,0.0,0.0,2.0,71024827.3,194344.8273,1.8, 872.799, 18.670, 0.630, 8.324, 1511.285, 2.187, 0.200, 0.203, 0.200, 12.91
0.0,100.0,617646.15,4613605.32,0.0,0.0,2.0,71024927.3,194344.9273,1.8, 877.178, 18.682, 0.628, 8.329, 1520.383, 2.231, 0.214, 0.203, 0.200, 13.10
0.0,101.0,617646.15,4613605.33,0.0,0.0,2.0,71025027.3,194345.0273,1.8, 877.233, 18.684, 0.630, 8.331, 1520.419, 2.240, 0.219, 0.200, 0.200, 14.32
0.0,102.0,617646.15,4613605.31,0.0,0.0,2.0,71025127.3,194345.1273,1.8, 877.267, 18.686, 0.632, 8.333, 1520.444, 2.245, 0.221, 0.200, 0.200, 14.72
0.0,103.0,617646.15,4613605.29,0.0,0.0,2.0,71025227.3,194345.2273,1.8, 877.353, 18.691, 0.635, 8.336, 1520.502, 2.258, 0.229, 0.200, 0.200, 15.47
0.0,104.0,617646.15,4613605.27,0.0,0.0,2.0,71025327.3,194345.3273,1.8, 877.208, 18.691, 0.637, 8.338, 1520.573, 2.238, 0.210, 0.200, 0.200, 14.81
0.0,105.0,617646.15,4613605.25,0.0,0.0,2.0,71025427.3,194345.4273,1.8, 877.304, 18.692, 0.637, 8.338, 1520.543, 2.252, 0.221, 0.206, 0.201, 15.64
0.0,107.0,617646.15,4613605.22,0.0,0.0,2.0,71025627.3,194345.6273,1.8, 877.074, 18.691, 0.638, 8.339, 1520.629, 2.220, 0.200, 0.200, 0.200, 13.86
0.0,108.0,617646.15,4613605.2,0.0,0.0,2.0,71025727.3,194345.7273,1.8, 877.038, 18.692, 0.638, 8.340, 1520.651, 2.215, 0.200, 0.200, 0.200, 13.55
0.0,109.0,617646.15,4613605.18,0.0,0.0,2.0,71025827.3,194345.8273,1.8, 877.047, 18.692, 0.638, 8.340, 1520.658, 2.216, 0.201, 0.200, 0.200, 15.14
0.0,110.0,617646.15,4613605.16,0.0,0.0,2.0,71025927.3,194345.9273,1.8, 876.587, 18.690, 0.639, 8.341, 1520.803, 2.152, 0.200, 0.200, 0.200, 15.48
0.0,123.0,617646.18,4613605.15,0.0,0.0,2.0,71027227.3,194347.2273,1.8, 881.304, 18.705, 0.636, 8.346, 1529.955, 2.220, 0.233, 0.208, 0.200, 12.43
0.0,126.0,617646.22,4613605.15,0.0,0.0,2.0,71027527.3,194347.5273,1.7, 881.003, 18.703, 0.636, 8.347, 1530.053, 2.178, 0.200, 0.200, 0.200, 14.85
0.0,128.0,617646.25,4613605.15,0.0,0.0,2.0,71027727.3,194347.7273,1.7, 884.696, 18.713, 0.634, 8.351, 1537.675, 2.221, 0.217, 0.204, 0.200, 14.14
0.0,131.0,617646.29,4613605.15,0.0,0.0,2.0,71028027.3,194348.0273,1.8, 884.595, 18.714, 0.635, 8.352, 1537.733, 2.207, 0.203, 0.200, 0.200, 13.85
0.0,132.0,617646.31,4613605.15,0.0,0.0,2.0,71028127.3,194348.1273,1.8, 884.464, 18.714, 0.637, 8.354, 1537.799, 2.188, 0.200, 0.200, 0.200, 12.71
0.0,133.0,617646.32,4613605.15,0.0,0.0,2.0,71028227.3,194348.2273,1.8, 884.509, 18.716, 0.639, 8.355, 1537.829, 2.195, 0.203, 0.200, 0.200, 13.62
0.0,134.0,617646.33,4613605.15,0.0,0.0,2.0,71028327.3,194348.3273,1.8, 884.479, 18.716, 0.639, 8.356, 1537.842, 2.191, 0.200, 0.200, 0.200, 15.62
0.0,135.0,617646.35,4613605.15,0.0,0.0,2.0,71028427.3,194348.4273,1.8, 884.280, 18.716, 0.639, 8.356, 1537.912, 2.163, 0.200, 0.200, 0.200, 16.66
0.0,136.0,617646.36,4613605.15,0.0,0.0,2.0,71028527.3,194348.5273,1.7, 884.152, 18.717, 0.641, 8.358, 1537.988, 2.145, 0.200, 0.200, 0.200, 15.11
0.0,137.0,617646.38,4613605.15,0.0,0.0,2.0,71028627.3,194348.6273,1.7, 884.163, 18.718, 0.642, 8.360, 1538.019, 2.147, 0.200, 0.200, 0.200, 14.37
0.0,138.0,617646.39,4613605.15,0.0,0.0,2.0,71028727.3,194348.7273,1.8, 887.350, 18.727, 0.640, 8.363, 1544.734, 2.187, 0.218, 0.207, 0.200, 13.38
0.0,139.0,617646.4,4613605.15,0.0,0.0,2.0,71028827.3,194348.8273,1.8, 888.207, 18.728, 0.639, 8.365, 1547.630, 2.141, 0.200, 0.200, 0.200, 14.64
0.0,140.0,617646.42,4613605.15,0.0,0.0,2.0,71028927.3,194348.9273,1.8, 888.060, 18.729, 0.642, 8.368, 1547.729, 2.120, 0.200, 0.200, 0.200, 15.58
0.0,141.0,617646.43,4613605.15,0.0,0.0,2.0,71029027.3,194349.0273,1.7, 888.160, 18.735, 0.646, 8.372, 1547.800, 2.135, 0.208, 0.200, 0.200, 16.07
0.0,142.0,617646.44,4613605.13,0.0,0.0,2.0,71029127.3,194349.1273,1.7, 892.258, 18.749, 0.644, 8.376, 1555.637, 2.204, 0.248, 0.207, 0.200, 12.71
0.0,143.0,617646.46,4613605.11,0.0,0.0,2.0,71029227.3,194349.2273,1.8, 892.393, 18.749, 0.644, 8.377, 1556.199, 2.188, 0.229, 0.205, 0.200, 13.15
0.0,144.0,617646.47,4613605.09,0.0,0.0,2.0,71029327.3,194349.3273,1.7, 897.746, 18.766, 0.640, 8.382, 1566.474, 2.236, 0.241, 0.211, 0.200, 12.54
0.0,145.0,617646.49,4613605.07,0.0,0.0,2.0,71029427.3,194349.4273,1.8, 900.033, 18.771, 0.638, 8.384, 1571.119, 2.238, 0.228, 0.216, 0.200, 10.85
0.0,146.0,617646.5,4613605.05,0.0,0.0,2.0,71029527.3,194349.5273,1.8, 900.385, 18.771, 0.638, 8.386, 1572.563, 2.194, 0.200, 0.207, 0.200, 14.26
0.0,147.0,617646.52,4613605.04,0.0,0.0,2.0,71029627.3,194349.6273,1.8, 899.693, 18.766, 0.637, 8.386, 1572.763, 2.094, 0.200, 0.200, 0.200, 17.69
0.0,148.0,617646.53,4613605.02,0.0,0.0,2.0,71029727.3,194349.7273,1.8, 905.267, 18.785, 0.633, 8.392, 1584.257, 2.166, 0.232, 0.208, 0.200, 13.91
0.0,149.0,617646.54,4613605.0,0.0,0.0,2.0,71029827.3,194349.8273,1.8, 912.877, 18.813, 0.629, 8.400, 1597.448, 2.251, 0.265, 0.216, 0.200, 13.26
0.0,150.0,617646.56,4613604.98,0.0,0.0,2.0,71029927.3,194349.9273,1.8, 913.701, 18.814, 0.627, 8.401, 1599.875, 2.198, 0.201, 0.212, 0.200, 13.15
0.0,151.0,617646.57,4613604.97,0.0,0.0,2.0,71030027.3,194350.0273,1.8, 919.297, 18.825, 0.623, 8.408, 1611.570, 2.216, 0.200, 0.218, 0.200, 13.75
0.0,152.0,617646.59,4613604.97,0.0,0.0,2.0,71030127.3,194350.1273,1.8, 926.084, 18.838, 0.617, 8.417, 1626.905, 2.187, 0.200, 0.214, 0.200, 12.92
0.0,153.0,617646.6,4613604.97,0.0,0.0,2.0,71030227.3,194350.2273,1.8, 929.894, 18.850, 0.614, 8.420, 1632.946, 2.259, 0.242, 0.226, 0.200, 11.11
0.0,154.0,617646.61,4613604.97,0.0,0.0,2.0,71030327.3,194350.3273,1.8, 938.271, 18.880, 0.610, 8.427, 1644.984, 2.352, 0.278, 0.229, 0.200, 12.01
0.0,155.0,617646.63,4613604.97,0.0,0.0,2.0,71030427.3,194350.4273,1.8, 939.505, 18.882, 0.608, 8.430, 1647.753, 2.292, 0.204, 0.211, 0.200, 12.53
0.0,156.0,617646.64,4613604.97,0.0,0.0,2.0,71030527.3,194350.5273,1.8, 938.700, 18.878, 0.608, 8.431, 1647.981, 2.174, 0.200, 0.200, 0.200, 12.69
0.0,157.0,617646.66,4613604.97,0.0,0.0,2.0,71030627.3,194350.6273,1.7, 938.738, 18.881, 0.611, 8.433, 1648.024, 2.181, 0.202, 0.200, 0.200, 12.81
0.0,158.0,617646.67,4613604.97,0.0,0.0,2.0,71030727.3,194350.7273,1.8, 942.876, 18.894, 0.609, 8.437, 1655.452, 2.245, 0.236, 0.208, 0.200, 12.01
0.0,159.0,617646.68,4613604.97,0.0,0.0,2.0,71030827.3,194350.8273,1.8, 947.036, 18.908, 0.606, 8.440, 1661.512, 2.305, 0.271, 0.228, 0.200, 11.86
0.0,160.0,617646.7,4613604.97,0.0,0.0,2.0,71030927.3,194350.9273,1.8, 950.111, 18.914, 0.603, 8.444, 1667.407, 2.279, 0.220, 0.220, 0.200, 13.25
1.0,9.0,617645.64,4613603.84,0.0,0.0,2.0,71044195.7,194404.1957,1.8, 950.656, 18.915, 0.603, 8.445, 1668.644, 2.264, 0.204, 0.214, 0.200, 13.51
1.0,10.0,617645.66,4613603.84,0.0,0.0,2.0,71044295.7,194404.2957,1.8, 951.055, 18.916, 0.603, 8.446, 1669.415, 2.265, 0.204, 0.209, 0.200, 13.80
1.0,11.0,617645.67,4613603.84,0.0,0.0,2.0,71044395.7,194404.3957,1.8, 951.063, 18.916, 0.603, 8.446, 1669.414, 2.266, 0.204, 0.206, 0.200, 11.97
1.0,12.0,617645.68,4613603.84,0.0,0.0,2.0,71044495.7,194404.4957,1.8, 950.551, 18.913, 0.603, 8.447, 1669.559, 2.191, 0.200, 0.200, 0.200, 13.20
1.0,13.0,617645.7,4613603.84,0.0,0.0,2.0,71044595.7,194404.5957,1.7, 954.418, 18.925, 0.600, 8.450, 1675.863, 2.262, 0.241, 0.216, 0.200, 11.64
1.0,14.0,617645.71,4613603.84,0.0,0.0,2.0,71044695.7,194404.6957,1.7, 956.163, 18.929, 0.599, 8.452, 1679.294, 2.257, 0.224, 0.215, 0.200, 10.98
1.0,15.0,617645.73,4613603.84,0.0,0.0,2.0,71044795.7,194404.7957,1.8, 955.772, 18.929, 0.601, 8.455, 1679.450, 2.199, 0.201, 0.200, 0.200, 12.01
1.0,16.0,617645.74,4613603.84,0.0,0.0,2.0,71044895.7,194404.8957,1.8, 955.631, 18.929, 0.602, 8.456, 1679.519, 2.178, 0.200, 0.200, 0.200, 13.43
1.0,17.0,617645.75,4613603.84,0.0,0.0,2.0,71044995.7,194404.9957,1.7, 955.658, 18.929, 0.602, 8.456, 1679.507, 2.182, 0.203, 0.207, 0.201, 12.49
1.0,18.0,617645.73,4613603.88,0.0,0.0,2.0,71045095.7,194405.0957,1.7, 957.553, 18.932, 0.600, 8.460, 1684.694, 2.128, 0.200, 0.200, 0.200, 12.82
1.0,19.0,617645.7,4613603.92,0.0,0.0,2.0,71045195.7,194405.1957,1.7, 957.614, 18.935, 0.603, 8.462, 1684.741, 2.138, 0.205, 0.200, 0.200, 12.05
1.0,20.0,617645.67,4613603.95,0.0,0.0,2.0,71045295.7,194405.2957,1.8, 957.644, 18.937, 0.605, 8.464, 1684.762, 2.142, 0.208, 0.200, 0.200, 11.78
1.0,21.0,617645.64,4613603.99,0.0,0.0,2.0,71045395.7,194405.3957,1.8, 966.605, 18.971, 0.599, 8.472, 1699.340, 2.265, 0.265, 0.217, 0.200, 13.74
1.0,22.0,617645.61,4613604.03,0.0,0.0,2.0,71045495.7,194405.4957,1.8, 969.279, 18.976, 0.597, 8.476, 1705.307, 2.227, 0.205, 0.206, 0.200, 13.50
1.0,23.0,617645.59,4613604.06,0.0,0.0,2.0,71045595.7,194405.5957,1.7, 974.097, 18.990, 0.594, 8.480, 1712.766, 2.298, 0.241, 0.224, 0.200, 11.35
1.0,24.0,617645.56,4613604.1,0.0,0.0,2.0,71045695.7,194405.6957,1.8, 981.052, 19.013, 0.590, 8.485, 1721.634, 2.380, 0.277, 0.240, 0.200, 12.16
1.0,25.0,617645.53,4613604.14,0.0,0.0,2.0,71045795.7,194405.7957,1.8, 984.833, 19.020, 0.587, 8.490, 1728.505, 2.332, 0.204, 0.216, 0.200, 11.87
1.0,26.0,617645.5,4613604.17,0.0,0.0,2.0,71045895.7,194405.8957,1.7, 987.454, 19.022, 0.584, 8.494, 1734.479, 2.232, 0.200, 0.201, 0.200, 11.36
1.0,27.0,617645.47,4613604.21,0.0,0.0,2.0,71045995.7,194405.9957,1.8, 987.339, 19.023, 0.586, 8.496, 1734.551, 2.215, 0.200, 0.200, 0.200, 13.75
1.0,28.0,617645.44,4613604.21,0.0,0.0,2.0,71046095.7,194406.0957,1.7, 987.039, 19.022, 0.587, 8.497, 1734.660, 2.170, 0.200, 0.200, 0.200, 15.48
1.0,29.0,617645.42,4613604.21,0.0,0.0,2.0,71046195.7,194406.1957,1.8, 988.340, 19.027, 0.587, 8.499, 1736.775, 2.211, 0.229, 0.200, 0.200, 15.82
1.0,30.0,617645.39,4613604.21,0.0,0.0,2.0,71046295.7,194406.2957,1.8, 988.373, 19.029, 0.588, 8.500, 1736.798, 2.216, 0.233, 0.200, 0.200, 14.95
1.0,31.0,617645.36,4613604.21,0.0,0.0,2.0,71046395.7,194406.3957,1.8, 988.059, 19.029, 0.590, 8.503, 1736.934, 2.171, 0.200, 0.200, 0.200, 14.10
1.0,32.0,617645.33,4613604.21,0.0,0.0,2.0,71046495.7,194406.4957,1.7, 987.941, 19.030, 0.592, 8.505, 1737.015, 2.153, 0.200, 0.200, 0.200, 12.14
1.0,33.0,617645.31,4613604.21,0.0,0.0,2.0,71046595.7,194406.5957,1.8, 987.918, 19.031, 0.594, 8.506, 1737.048, 2.150, 0.200, 0.200, 0.200, 13.11
1.0,34.0,617645.28,4613604.21,0.0,0.0,2.0,71046695.7,194406.6957,1.7, 988.113, 19.033, 0.594, 8.506, 1736.992, 2.179, 0.226, 0.200, 0.201, 12.60
1.0,35.0,617645.25,4613604.21,0.0,0.0,2.0,71046795.7,194406.7957,1.8, 988.202, 19.038, 0.598, 8.510, 1737.058, 2.194, 0.235, 0.200, 0.200, 12.52
1.0,36.0,617645.22,4613604.21,0.0,0.0,2.0,71046895.7,194406.8957,1.7, 988.200, 19.038, 0.598, 8.510, 1737.059, 2.193, 0.235, 0.200, 0.200, 12.50
