Line,Sample,X,Y,Mark,Status,GPSStat,Time[ms],Time[hhmmss.sss],PowerLn, ResLayer_1, ResLayer_2, ResLayer_3, ResLayer_4, ResLayer_5, ThiLayer_1, ThiLayer_2, ThiLayer_3, ThiLayer_4,FitError(%)
1.0,39060.0,617580.94,4613642.83,129.0,0.0,1.0,75045349.4,205045.3494,2.1, 1760.368, 1175.209, 6.585, 0.265, 729.412, 0.218, 3.433, 0.200, 0.200, 22.67
1.0,39061.0,617580.93,4613642.84,129.0,0.0,1.0,75045449.4,205045.4494,2.2, 1760.368, 1175.209, 6.585, 0.265, 729.412, 0.218, 3.433, 0.200, 0.200, 22.52
1.0,39062.0,617580.92,4613642.86,129.0,0.0,1.0,75045549.4,205045.5494,2.2, 1760.368, 1175.209, 6.585, 0.265, 729.412, 0.218, 3.433, 0.200, 0.200, 20.37
1.0,39063.0,617580.9,4613642.88,129.0,0.0,1.0,75045649.4,205045.6494,2.2, 1760.368, 1175.209, 6.585, 0.265, 729.412, 0.218, 3.433, 0.200, 0.200, 20.33
1.0,39064.0,617580.89,4613642.9,129.0,0.0,1.0,75045749.4,205045.7494,2.1, 1760.368, 1175.209, 6.585, 0.265, 729.412, 0.218, 3.433, 0.200, 0.200, 19.28
1.0,39065.0,617580.87,4613642.92,129.0,0.0,1.0,75045849.4,205045.8494,2.1, 1760.368, 1175.209, 6.585, 0.265, 729.412, 0.218, 3.437, 0.200, 0.200, 19.56
1.0,39066.0,617580.86,4613642.94,129.0,0.0,1.0,75045949.4,205045.9494,2.1, 1760.368, 1175.210, 6.585, 0.265, 729.413, 0.218, 3.495, 0.200, 0.200, 22.28
1.0,39067.0,617580.85,4613642.94,129.0,0.0,1.0,75046049.4,205046.0494,2.2, 1760.369, 1175.211, 6.585, 0.265, 729.414, 0.218, 3.521, 0.200, 0.200, 23.32
1.0,39068.0,617580.85,4613642.92,129.0,0.0,1.0,75046149.4,205046.1494,2.4, 1760.366, 1175.204, 6.585, 0.265, 729.416, 0.218, 3.399, 0.200, 0.200, 18.97
1.0,39069.0,617580.85,4613642.9,129.0,0.0,1.0,75046249.4,205046.2494,2.0, 1760.365, 1175.200, 6.585, 0.265, 729.418, 0.218, 3.340, 0.200, 0.200, 18.47
1.0,39070.0,617580.85,4613642.88,129.0,0.0,1.0,75046349.4,205046.3494,2.0, 1763.036, 1184.751, 6.590, 0.264, 733.588, 0.219, 3.316, 0.200, 0.200, 22.09
1.0,39071.0,617580.85,4613642.86,129.0,0.0,1.0,75046449.4,205046.4494,2.2, 1763.037, 1184.754, 6.590, 0.264, 733.583, 0.219, 3.333, 0.201, 0.214, 23.29
1.0,39072.0,617580.85,4613642.84,129.0,0.0,1.0,75046549.4,205046.5494,2.2, 1763.037, 1184.752, 6.590, 0.264, 733.583, 0.219, 3.274, 0.200, 0.214, 22.57
1.0,39073.0,617580.85,4613642.83,129.0,0.0,1.0,75046649.4,205046.6494,2.2, 1763.100, 1184.974, 6.590, 0.264, 733.672, 0.219, 3.225, 0.200, 0.204, 22.06
1.0,39074.0,617580.85,4613642.81,129.0,0.0,1.0,75046749.4,205046.7494,2.0, 1775.562, 1229.134, 6.612, 0.256, 751.627, 0.219, 3.297, 0.200, 0.200, 22.69
1.0,39075.0,617580.86,4613642.79,129.0,0.0,1.0,75046849.4,205046.8494,2.1, 1775.564, 1229.146, 6.613, 0.257, 751.635, 0.219, 3.799, 0.200, 0.200, 28.55
1.0,39076.0,617580.86,4613642.77,129.0,0.0,1.0,75046949.4,205046.9494,2.3, 1775.561, 1229.136, 6.613, 0.257, 751.638, 0.219, 3.634, 0.200, 0.200, 25.44
1.0,39077.0,617580.86,4613642.75,129.0,0.0,1.0,75047049.4,205047.0494,2.2, 1775.557, 1229.122, 6.613, 0.257, 751.642, 0.219, 3.344, 0.200, 0.200, 20.03
1.0,39078.0,617580.86,4613642.73,129.0,0.0,1.0,75047149.4,205047.1494,2.2, 1781.507, 1250.100, 6.623, 0.254, 759.067, 0.220, 3.234, 0.200, 0.200, 20.55
1.0,39079.0,617580.86,4613642.71,129.0,0.0,1.0,75047249.4,205047.2494,2.1, 1781.508, 1250.103, 6.622, 0.254, 759.065, 0.220, 3.276, 0.200, 0.207, 21.38
1.0,39080.0,617580.86,4613642.7,129.0,0.0,1.0,75047349.4,205047.3494,2.1, 1781.509, 1250.105, 6.622, 0.254, 759.065, 0.220, 3.333, 0.201, 0.206, 21.98
1.0,39081.0,617580.86,4613642.68,129.0,0.0,1.0,75047449.4,205047.4494,2.2, 1787.188, 1270.281, 6.632, 0.251, 766.350, 0.220, 3.302, 0.200, 0.200, 20.17
1.0,39082.0,617580.86,4613642.66,129.0,0.0,1.0,75047549.4,205047.5494,2.1, 1787.189, 1270.282, 6.632, 0.251, 766.351, 0.220, 3.350, 0.200, 0.200, 19.84
1.0,39083.0,617580.86,4613642.64,129.0,0.0,1.0,75047649.4,205047.6494,2.1, 1787.189, 1270.282, 6.632, 0.251, 766.352, 0.220, 3.397, 0.200, 0.200, 21.15
1.0,39084.0,617580.86,4613642.62,129.0,0.0,1.0,75047749.4,205047.7494,2.1, 1787.189, 1270.283, 6.632, 0.251, 766.352, 0.220, 3.399, 0.200, 0.200, 20.82
1.0,39085.0,617580.86,4613642.6,129.0,0.0,1.0,75047849.4,205047.8494,2.1, 1787.189, 1270.283, 6.632, 0.251, 766.352, 0.220, 3.420, 0.200, 0.200, 21.27
1.0,39086.0,617580.86,4613642.58,129.0,0.0,1.0,75047949.4,205047.9494,2.4, 1787.188, 1270.281, 6.632, 0.251, 766.353, 0.220, 3.386, 0.200, 0.200, 19.90
1.0,39087.0,617580.79,4613642.49,129.0,0.0,1.0,75048049.4,205048.0494,2.3, 1787.188, 1270.281, 6.632, 0.251, 766.353, 0.220, 3.386, 0.200, 0.200, 20.56
1.0,39088.0,617580.66,4613642.32,129.0,0.0,1.0,75048149.4,205048.1494,2.1, 1787.188, 1270.281, 6.632, 0.251, 766.353, 0.220, 3.406, 0.200, 0.200, 22.51
1.0,39089.0,617580.52,4613642.15,129.0,0.0,1.0,75048249.4,205048.2494,2.4, 1787.188, 1270.280, 6.632, 0.251, 766.354, 0.220, 3.381, 0.200, 0.200, 20.99
1.0,39090.0,617580.38,4613641.99,129.0,0.0,1.0,75048349.4,205048.3494,2.2, 1787.187, 1270.277, 6.632, 0.251, 766.355, 0.220, 3.344, 0.200, 0.200, 19.06
1.0,39091.0,617580.25,4613641.82,129.0,0.0,1.0,75048449.4,205048.4494,2.1, 1787.187, 1270.278, 6.632, 0.251, 766.355, 0.220, 3.346, 0.200, 0.200, 20.20
1.0,39092.0,617580.11,4613641.65,129.0,0.0,1.0,75048549.4,205048.5494,2.0, 1787.187, 1270.278, 6.632, 0.251, 766.355, 0.220, 3.346, 0.200, 0.200, 21.66
1.0,39093.0,617579.98,4613641.48,129.0,0.0,1.0,75048649.4,205048.6494,2.2, 1787.187, 1270.278, 6.632, 0.251, 766.355, 0.220, 3.346, 0.200, 0.200, 20.92
1.0,39094.0,617579.84,4613641.31,129.0,0.0,1.0,75048749.4,205048.7494,2.2, 1787.187, 1270.280, 6.632, 0.251, 766.358, 0.220, 3.516, 0.200, 0.200, 24.05
1.0,39095.0,617579.7,4613641.14,129.0,0.0,1.0,75048849.4,205048.8494,2.6, 1787.187, 1270.280, 6.632, 0.251, 766.358, 0.220, 3.516, 0.200, 0.200, 23.22
1.0,39096.0,617579.57,4613640.97,129.0,0.0,1.0,75048949.4,205048.9494,2.3, 1787.186, 1270.276, 6.632, 0.251, 766.360, 0.220, 3.439, 0.200, 0.200, 21.15
1.0,39097.0,617579.49,4613640.87,129.0,0.0,1.0,75049049.4,205049.0494,2.4, 1787.186, 1270.276, 6.632, 0.251, 766.360, 0.220, 3.439, 0.200, 0.200, 20.85
1.0,39098.0,617579.48,4613640.83,129.0,0.0,1.0,75049149.4,205049.1494,2.2, 1787.186, 1270.276, 6.632, 0.251, 766.360, 0.220, 3.439, 0.200, 0.200, 22.25
1.0,39099.0,617579.47,4613640.79,129.0,0.0,1.0,75049249.4,205049.2494,2.2, 1787.186, 1270.276, 6.632, 0.251, 766.360, 0.220, 3.439, 0.200, 0.200, 22.22
1.0,39100.0,617579.45,4613640.76,129.0,0.0,1.0,75049349.4,205049.3494,2.1, 1787.185, 1270.274, 6.632, 0.251, 766.360, 0.220, 3.404, 0.200, 0.200, 21.73
1.0,39101.0,617579.44,4613640.72,129.0,0.0,1.0,75049449.4,205049.4494,2.2, 1787.185, 1270.274, 6.632, 0.251, 766.360, 0.220, 3.404, 0.200, 0.200, 23.85
1.0,39102.0,617579.43,4613640.68,129.0,0.0,1.0,75049549.4,205049.5494,2.2, 1787.185, 1270.275, 6.632, 0.251, 766.361, 0.220, 3.444, 0.200, 0.200, 23.11
1.0,39103.0,617579.41,4613640.65,129.0,0.0,1.0,75049649.4,205049.6494,2.3, 1787.184, 1270.272, 6.632, 0.251, 766.362, 0.220, 3.401, 0.200, 0.200, 21.24
1.0,39104.0,617579.4,4613640.61,129.0,0.0,1.0,75049749.4,205049.7494,2.1, 1787.184, 1270.273, 6.632, 0.251, 766.363, 0.220, 3.458, 0.200, 0.200, 22.56
1.0,39105.0,617579.39,4613640.57,129.0,0.0,1.0,75049849.4,205049.8494,2.2, 1787.185, 1270.274, 6.632, 0.251, 766.364, 0.220, 3.506, 0.200, 0.200, 23.49
1.0,39106.0,617579.37,4613640.53,129.0,0.0,1.0,75049949.4,205049.9494,2.1, 1787.183, 1270.270, 6.632, 0.251, 766.366, 0.220, 3.437, 0.200, 0.200, 21.85
1.0,39107.0,617579.36,4613640.5,129.0,0.0,1.0,75050049.4,205050.0494,2.1, 1787.183, 1270.270, 6.632, 0.251, 766.366, 0.220, 3.447, 0.200, 0.200, 22.13
1.0,39108.0,617579.35,4613640.46,129.0,0.0,1.0,75050149.4,205050.1494,2.2, 1787.184, 1270.271, 6.632, 0.251, 766.366, 0.220, 3.491, 0.200, 0.200, 23.00
1.0,39109.0,617579.33,4613640.42,129.0,0.0,1.0,75050249.4,205050.2494,2.1, 1787.184, 1270.272, 6.632, 0.251, 766.366, 0.220, 3.530, 0.200, 0.200, 23.40
1.0,39110.0,617579.32,4613640.38,129.0,0.0,1.0,75050349.4,205050.3494,2.2, 1787.184, 1270.274, 6.632, 0.252, 766.367, 0.220, 3.608, 0.200, 0.200, 26.18
1.0,39111.0,617579.31,4613640.35,129.0,0.0,1.0,75050449.4,205050.4494,2.2, 1787.183, 1270.269, 6.632, 0.252, 766.369, 0.220, 3.520, 0.200, 0.200, 22.88
1.0,39112.0,617579.29,4613640.31,129.0,0.0,1.0,75050549.4,205050.5494,2.3, 1787.181, 1270.265, 6.633, 0.252, 766.371, 0.220, 3.449, 0.200, 0.200, 22.00
1.0,39113.0,617579.28,4613640.27,129.0,0.0,1.0,75050649.4,205050.6494,2.1, 1787.181, 1270.266, 6.633, 0.252, 766.371, 0.220, 3.491, 0.200, 0.200, 24.61
1.0,39114.0,617579.27,4613640.24,129.0,0.0,1.0,75050749.4,205050.7494,2.2, 1787.181, 1270.266, 6.633, 0.252, 766.371, 0.220, 3.491, 0.200, 0.200, 22.67
1.0,39115.0,617579.25,4613640.2,129.0,0.0,1.0,75050849.4,205050.8494,2.1, 1787.181, 1270.266, 6.633, 0.252, 766.371, 0.220, 3.491, 0.200, 0.200, 21.43
1.0,39116.0,617579.24,4613640.16,129.0,0.0,1.0,75050949.4,205050.9494,2.2, 1787.181, 1270.266, 6.633, 0.252, 766.371, 0.220, 3.491, 0.200, 0.200, 23.38
1.0,39117.0,617579.23,4613640.11,129.0,0.0,1.0,75051049.4,205051.0494,2.2, 1787.179, 1270.260, 6.633, 0.252, 766.374, 0.220, 3.365, 0.200, 0.200, 22.31
1.0,39118.0,617579.21,4613640.03,129.0,0.0,1.0,75051149.4,205051.1494,2.3, 1787.179, 1270.257, 6.633, 0.252, 766.375, 0.220, 3.311, 0.200, 0.200, 20.97
1.0,39119.0,617579.2,4613639.96,129.0,0.0,1.0,75051249.4,205051.2494,2.4, 1787.179, 1270.257, 6.633, 0.252, 766.375, 0.220, 3.311, 0.200, 0.200, 21.27
1.0,39120.0,617579.19,4613639.88,129.0,0.0,1.0,75051349.4,205051.3494,2.2, 1787.178, 1270.253, 6.633, 0.252, 766.377, 0.220, 3.245, 0.200, 0.200, 21.27
1.0,39121.0,617579.18,4613639.81,129.0,0.0,1.0,75051449.4,205051.4494,2.1, 1790.259, 1281.018, 6.638, 0.250, 770.742, 0.220, 3.224, 0.200, 0.200, 23.39
1.0,39122.0,617579.16,4613639.73,129.0,0.0,1.0,75051549.4,205051.5494,2.2, 1790.259, 1281.018, 6.638, 0.250, 770.742, 0.220, 3.224, 0.200, 0.200, 22.07
1.0,39123.0,617579.15,4613639.66,129.0,0.0,1.0,75051649.4,205051.6494,2.1, 1795.314, 1298.637, 6.647, 0.247, 777.875, 0.220, 3.267, 0.200, 0.200, 23.19
1.0,39124.0,617579.14,4613639.59,129.0,0.0,1.0,75051749.4,205051.7494,2.1, 1795.315, 1298.641, 6.647, 0.247, 777.872, 0.220, 3.368, 0.201, 0.207, 23.89
1.0,39125.0,617579.13,4613639.51,129.0,0.0,1.0,75051849.4,205051.8494,2.1, 1795.317, 1298.645, 6.647, 0.247, 777.868, 0.220, 3.395, 0.201, 0.221, 24.08
1.0,39126.0,617579.11,4613639.44,129.0,0.0,1.0,75051949.4,205051.9494,2.0, 1795.322, 1298.658, 6.647, 0.246, 777.857, 0.220, 3.525, 0.203, 0.271, 27.21
1.0,39127.0,617579.11,4613639.35,129.0,0.0,1.0,75052049.4,205052.0494,2.1, 1795.327, 1298.674, 6.646, 0.246, 777.849, 0.220, 3.755, 0.204, 0.328, 32.41
1.0,39128.0,617579.11,4613639.26,129.0,0.0,1.0,75052149.4,205052.1494,2.1, 1795.321, 1298.657, 6.647, 0.247, 777.859, 0.220, 3.622, 0.203, 0.258, 27.83
1.0,39129.0,617579.11,4613639.17,129.0,0.0,1.0,75052249.4,205052.2494,2.4, 1795.314, 1298.635, 6.647, 0.247, 777.872, 0.220, 3.418, 0.201, 0.200, 22.71
1.0,39130.0,617579.11,4613639.08,129.0,0.0,1.0,75052349.4,205052.3494,2.4, 1795.313, 1298.632, 6.647, 0.247, 777.873, 0.220, 3.357, 0.200, 0.200, 20.95
1.0,39131.0,617579.11,4613638.98,129.0,0.0,1.0,75052449.4,205052.4494,2.4, 1795.313, 1298.631, 6.647, 0.247, 777.869, 0.220, 3.214, 0.200, 0.215, 20.80
1.0,39132.0,617579.11,4613638.89,129.0,0.0,1.0,75052549.4,205052.5494,2.2, 1795.317, 1298.641, 6.647, 0.247, 777.863, 0.220, 3.337, 0.202, 0.245, 20.96
1.0,39133.0,617579.12,4613638.8,129.0,0.0,1.0,75052649.4,205052.6494,2.2, 1795.317, 1298.642, 6.647, 0.247, 777.861, 0.220, 3.331, 0.202, 0.252, 22.17
1.0,39134.0,617579.12,4613638.71,129.0,0.0,1.0,75052749.4,205052.7494,2.1, 1795.324, 1298.661, 6.646, 0.246, 777.850, 0.220, 3.602, 0.204, 0.328, 30.45
1.0,39135.0,617579.12,4613638.61,129.0,0.0,1.0,75052849.4,205052.8494,2.1, 1795.325, 1298.665, 6.646, 0.246, 777.848, 0.220, 3.644, 0.204, 0.348, 31.06
1.0,39136.0,617579.12,4613638.52,129.0,0.0,1.0,75052949.4,205052.9494,2.1, 1795.324, 1298.662, 6.646, 0.246, 777.849, 0.220, 3.570, 0.204, 0.335, 29.30
1.0,39137.0,617579.12,4613638.44,129.0,0.0,1.0,75053049.4,205053.0494,2.0, 1795.322, 1298.656, 6.646, 0.246, 777.852, 0.220, 3.481, 0.203, 0.312, 28.16
1.0,39138.0,617579.1,4613638.36,129.0,0.0,1.0,75053149.4,205053.1494,2.1, 1780.197, 1239.637, 5.440, 0.283, 760.880, 0.219, 1.720, 6.000, 0.977, 22.91
1.0,39139.0,617579.09,4613638.29,129.0,0.0,1.0,75053249.4,205053.2494,2.2, 1780.191, 1239.619, 5.442, 0.283, 760.882, 0.219, 1.670, 6.000, 0.887, 20.17
1.0,39140.0,617579.08,4613638.22,129.0,0.0,1.0,75053349.4,205053.3494,2.1, 1780.174, 1239.570, 5.459, 0.284, 760.888, 0.219, 1.772, 6.000, 0.585, 20.25
1.0,39141.0,617579.06,4613638.14,129.0,0.0,1.0,75053449.4,205053.4494,2.2, 1780.173, 1239.567, 5.465, 0.285, 760.889, 0.219, 1.923, 6.000, 0.554, 23.68
1.0,39142.0,617579.05,4613638.07,129.0,0.0,1.0,75053549.4,205053.5494,2.2, 1780.063, 1239.245, 5.581, 0.287, 760.904, 0.219, 1.957, 6.000, 0.238, 22.09
1.0,39143.0,617579.04,4613637.99,129.0,0.0,1.0,75053649.4,205053.6494,2.1, 1779.502, 1237.748, 6.854, 0.315, 761.579, 0.219, 1.716, 6.000, 0.200, 19.64
1.0,39144.0,617579.03,4613637.92,129.0,0.0,1.0,75053749.4,205053.7494,2.1, 1779.268, 1237.174, 7.562, 0.332, 762.008, 0.219, 1.572, 6.000, 0.200, 17.78
1.0,39145.0,617579.01,4613637.84,129.0,0.0,1.0,75053849.4,205053.8494,2.1, 1783.471, 1250.837, 8.200, 0.345, 772.500, 0.219, 2.767, 0.213, 0.200, 14.11
1.0,39146.0,617579.0,4613637.77,129.0,0.0,1.0,75053949.4,205053.9494,2.1, 1783.472, 1250.841, 8.200, 0.345, 772.504, 0.219, 2.895, 0.213, 0.200, 16.94
1.0,39147.0,617579.0,4613637.72,129.0,0.0,1.0,75054049.4,205054.0494,2.2, 1783.472, 1250.842, 8.200, 0.345, 772.504, 0.219, 2.918, 0.213, 0.200, 16.99
1.0,39148.0,617579.02,4613637.71,129.0,0.0,1.0,75054149.4,205054.1494,2.1, 1783.471, 1250.840, 8.200, 0.345, 772.506, 0.219, 2.887, 0.213, 0.200, 16.04
1.0,39149.0,617579.03,4613637.69,129.0,0.0,1.0,75054249.4,205054.2494,2.1, 1783.471, 1250.840, 8.200, 0.345, 772.506, 0.219, 2.890, 0.213, 0.200, 17.17
1.0,39150.0,617579.04,4613637.67,129.0,0.0,1.0,75054349.4,205054.3494,2.1, 1783.471, 1250.840, 8.200, 0.345, 772.506, 0.219, 2.907, 0.213, 0.200, 16.60
1.0,39151.0,617579.06,4613637.65,129.0,0.0,1.0,75054449.4,205054.4494,2.2, 1783.471, 1250.840, 8.200, 0.345, 772.506, 0.219, 2.909, 0.213, 0.200, 16.61
1.0,39152.0,617579.07,4613637.63,129.0,0.0,1.0,75054549.4,205054.5494,2.1, 1783.472, 1250.841, 8.200, 0.345, 772.506, 0.219, 2.930, 0.213, 0.200, 18.42
1.0,39153.0,617579.09,4613637.61,129.0,0.0,1.0,75054649.4,205054.6494,2.1, 1783.472, 1250.842, 8.201, 0.345, 772.508, 0.219, 2.975, 0.213, 0.200, 17.64
1.0,39154.0,617579.1,4613637.6,129.0,0.0,1.0,75054749.4,205054.7494,2.1, 1783.472, 1250.844, 8.201, 0.345, 772.509, 0.219, 3.031, 0.213, 0.200, 18.73
1.0,39155.0,617579.12,4613637.58,129.0,0.0,1.0,75054849.4,205054.8494,2.1, 1783.472, 1250.845, 8.201, 0.345, 772.509, 0.219, 3.055, 0.213, 0.200, 19.66
1.0,39156.0,617579.13,4613637.56,129.0,0.0,1.0,75054949.4,205054.9494,2.2, 1783.472, 1250.845, 8.201, 0.345, 772.509, 0.219, 3.055, 0.213, 0.200, 19.04
1.0,39161.5,617579.14,4613637.55,129.0,0.0,1.0,75055499.4,205055.0494,2.2, 1783.471, 1250.842, 8.201, 0.346, 772.512, 0.219, 3.009, 0.213, 0.200, 18.57
1.0,39167.0,617579.14,4613637.56,129.0,0.0,1.0,75056049.4,205056.0494,2.2, 1783.471, 1250.843, 8.201, 0.346, 772.514, 0.219, 3.069, 0.213, 0.200, 20.13
1.0,39168.0,617579.14,4613637.58,129.0,0.0,1.0,75056149.4,205056.1494,2.2, 1783.471, 1250.844, 8.201, 0.346, 772.514, 0.219, 3.105, 0.213, 0.200, 20.96
1.0,39169.0,617579.14,4613637.6,129.0,0.0,1.0,75056249.4,205056.2494,2.2, 1783.471, 1250.844, 8.201, 0.346, 772.514, 0.219, 3.105, 0.213, 0.200, 20.35
1.0,39170.0,617579.14,4613637.61,129.0,0.0,1.0,75056349.4,205056.3494,2.2, 1783.471, 1250.846, 8.201, 0.346, 772.515, 0.219, 3.146, 0.213, 0.200, 23.15
1.0,39171.0,617579.14,4613637.63,129.0,0.0,1.0,75056449.4,205056.4494,2.2, 1783.472, 1250.847, 8.201, 0.346, 772.515, 0.219, 3.171, 0.213, 0.200, 23.29
1.0,39172.0,617579.14,4613637.65,130.0,0.0,1.0,75056549.4,205056.5494,2.2, 1783.470, 1250.842, 8.201, 0.346, 772.518, 0.219, 3.098, 0.212, 0.200, 20.17
1.0,39173.0,617579.13,4613637.67,130.0,0.0,1.0,75056649.4,205056.6494,2.2, 1783.470, 1250.842, 8.201, 0.346, 772.518, 0.219, 3.098, 0.212, 0.200, 19.97
1.0,39174.0,617579.13,4613637.69,130.0,0.0,1.0,75056749.4,205056.7494,2.2, 1783.470, 1250.842, 8.201, 0.346, 772.518, 0.219, 3.098, 0.212, 0.200, 20.16
1.0,39175.0,617579.13,4613637.71,130.0,0.0,1.0,75056849.4,205056.8494,2.2, 1783.470, 1250.842, 8.201, 0.346, 772.518, 0.219, 3.098, 0.212, 0.200, 22.18
1.0,39176.0,617579.13,4613637.73,130.0,0.0,1.0,75056949.4,205056.9494,2.2, 1783.470, 1250.842, 8.201, 0.346, 772.518, 0.219, 3.110, 0.212, 0.200, 23.99
1.0,39177.0,617579.13,4613637.74,130.0,0.0,1.0,75057049.4,205057.0494,2.2, 1783.470, 1250.842, 8.201, 0.346, 772.518, 0.219, 3.110, 0.212, 0.200, 20.83
1.0,39178.0,617579.13,4613637.76,130.0,0.0,1.0,75057149.4,205057.1494,2.2, 1783.470, 1250.842, 8.201, 0.346, 772.518, 0.219, 3.110, 0.212, 0.200, 19.49
1.0,39179.0,617579.13,4613637.78,130.0,0.0,1.0,75057249.4,205057.2494,2.2, 1783.470, 1250.842, 8.201, 0.346, 772.518, 0.219, 3.110, 0.212, 0.200, 19.23
1.0,39180.0,617579.13,4613637.8,130.0,0.0,1.0,75057349.4,205057.3494,2.2, 1783.470, 1250.842, 8.201, 0.346, 772.518, 0.219, 3.110, 0.212, 0.200, 21.19
1.0,39181.0,617579.13,4613637.82,130.0,0.0,1.0,75057449.4,205057.4494,2.2, 1783.468, 1250.838, 8.201, 0.346, 772.521, 0.219, 3.047, 0.212, 0.200, 20.33
1.0,39182.0,617579.13,4613637.84,130.0,0.0,1.0,75057549.4,205057.5494,2.2, 1783.468, 1250.838, 8.201, 0.346, 772.521, 0.219, 3.047, 0.212, 0.200, 20.61
1.0,39183.0,617579.13,4613637.85,130.0,0.0,1.0,75057649.4,205057.6494,2.2, 1783.468, 1250.838, 8.201, 0.346, 772.521, 0.219, 3.047, 0.212, 0.200, 19.79
1.0,39184.0,617579.13,4613637.87,130.0,0.0,1.0,75057749.4,205057.7494,2.2, 1783.467, 1250.834, 8.201, 0.346, 772.524, 0.219, 2.987, 0.211, 0.200, 17.02
1.0,39185.0,617579.13,4613637.89,130.0,0.0,1.0,75057849.4,205057.8494,2.2, 1783.466, 1250.831, 8.201, 0.346, 772.526, 0.219, 2.942, 0.211, 0.200, 16.01
1.0,39186.0,617579.13,4613637.91,130.0,0.0,1.0,75057949.4,205057.9494,2.2, 1783.465, 1250.827, 8.201, 0.346, 772.527, 0.219, 2.874, 0.210, 0.200, 15.49
1.0,39187.0,617579.13,4613637.93,130.0,0.0,1.0,75058049.4,205058.0494,2.2, 1783.464, 1250.825, 8.201, 0.346, 772.529, 0.219, 2.831, 0.210, 0.200, 14.50
1.0,39188.0,617579.13,4613637.95,130.0,0.0,1.0,75058149.4,205058.1494,2.2, 1783.463, 1250.819, 8.201, 0.346, 772.530, 0.219, 2.718, 0.209, 0.200, 12.88
1.0,39189.0,617579.13,4613637.97,130.0,0.0,1.0,75058249.4,205058.2494,2.2, 1778.974, 1236.192, 8.179, 0.351, 762.704, 0.219, 2.664, 0.392, 0.218, 14.46
1.0,39190.0,617579.13,4613637.98,130.0,0.0,1.0,75058349.4,205058.3494,2.2, 1776.901, 1228.874, 7.889, 0.355, 754.366, 0.219, 1.600, 3.565, 0.200, 17.59
1.0,39191.0,617579.13,4613638.0,130.0,0.0,1.0,75058449.4,205058.4494,2.2, 1776.892, 1228.851, 7.899, 0.355, 754.369, 0.219, 1.622, 3.915, 0.200, 17.12
1.0,39192.0,617579.13,4613638.02,130.0,0.0,1.0,75058549.4,205058.5494,2.2, 1776.862, 1228.773, 7.931, 0.357, 754.381, 0.219, 1.473, 4.916, 0.200, 16.14
1.0,39193.0,617579.13,4613638.04,130.0,0.0,1.0,75058649.4,205058.6494,2.2, 1777.408, 1229.975, 7.341, 0.357, 752.743, 0.219, 1.571, 6.000, 0.201, 18.48
1.0,39194.0,617579.13,4613638.06,130.0,0.0,1.0,75058749.4,205058.7494,2.2, 1777.388, 1229.927, 7.380, 0.357, 752.747, 0.219, 1.585, 6.000, 0.200, 20.14
1.0,39195.0,617579.13,4613638.08,130.0,0.0,1.0,75058849.4,205058.8494,2.2, 1777.322, 1229.774, 7.604, 0.364, 752.908, 0.219, 1.575, 5.095, 0.200, 18.51
1.0,39201.0,617579.13,4613638.1,130.0,0.0,1.0,75059449.39999999,205058.9494,2.163636363636364, 1793.457, 1273.760, 6.978, 0.385, 648.951, 0.220, 2.576, 0.643, 0.214, 16.54
1.0,39207.0,617579.12,4613638.1,130.0,0.0,1.0,75060049.4,205100.0494,2.1, 1800.733, 1297.178, 7.009, 0.381, 631.972, 0.220, 2.934, 0.203, 0.222, 18.62
1.0,39208.0,617579.11,4613638.08,130.0,0.0,1.0,75060149.4,205100.1494,2.1, 1800.735, 1297.181, 7.009, 0.380, 631.963, 0.220, 2.901, 0.204, 0.247, 16.18
1.0,39209.0,617579.09,4613638.06,130.0,0.0,1.0,75060249.4,205100.2494,2.4, 1800.746, 1297.209, 7.008, 0.379, 631.938, 0.220, 3.283, 0.208, 0.357, 22.03
1.0,39210.0,617579.08,4613638.04,130.0,0.0,1.0,75060349.4,205100.3494,2.1, 1787.110, 1244.658, 6.076, 0.433, 615.065, 0.219, 1.753, 6.000, 1.648, 25.49
1.0,39211.0,617579.07,4613638.02,130.0,0.0,1.0,75060449.4,205100.4494,2.3, 1787.107, 1244.650, 6.075, 0.433, 615.063, 0.219, 1.703, 6.000, 1.774, 24.85
1.0,39212.0,617579.05,4613638.0,130.0,0.0,1.0,75060549.4,205100.5494,2.1, 1787.105, 1244.642, 6.073, 0.432, 615.062, 0.219, 1.642, 6.000, 1.847, 24.02
1.0,39213.0,617579.04,4613637.98,130.0,0.0,1.0,75060649.4,205100.6494,2.2, 1787.836, 1246.381, 5.497, 0.438, 614.983, 0.219, 1.717, 6.000, 1.690, 22.48
1.0,39214.0,617579.03,4613637.96,130.0,0.0,1.0,75060749.4,205100.7494,2.1, 1787.826, 1246.352, 5.504, 0.439, 614.985, 0.219, 1.753, 6.000, 1.445, 22.69
1.0,39215.0,617579.01,4613637.95,130.0,0.0,1.0,75060849.4,205100.8494,2.0, 1788.295, 1247.508, 5.263, 0.444, 614.935, 0.219, 1.819, 6.000, 0.814, 20.60
1.0,39216.0,617579.0,4613637.93,130.0,0.0,1.0,75060949.4,205100.9494,2.0, 1788.191, 1247.222, 5.395, 0.449, 614.953, 0.219, 1.777, 6.000, 0.365, 18.07
