profile_id,point_id,x_utm_m,y_utm_m,source_elevation_m,elevation_m,elevation_source,crs,source_file
profile_04,profile_04_point_01,617619.497000,4613673.046000,207.560000,207.560000,provided_in_source,EPSG:26915,location_line 4.txt
profile_04,profile_04_point_02,617618.863000,4613666.039000,0.000000,211.446693,interpolated_8_neighbor_idw,EPSG:26915,location_line 4.txt
profile_04,profile_04_point_03,617619.057000,4613659.268000,0.000000,211.383531,interpolated_8_neighbor_idw,EPSG:26915,location_line 4.txt
profile_04,profile_04_point_04,617619.666000,4613652.614000,0.000000,211.213598,interpolated_8_neighbor_idw,EPSG:26915,location_line 4.txt
profile_04,profile_04_point_05,617620.175000,4613646.959000,0.000000,211.858442,interpolated_8_neighbor_idw,EPSG:26915,location_line 4.txt
profile_04,profile_04_point_06,617619.862000,4613640.624000,0.000000,210.981009,interpolated_8_neighbor_idw,EPSG:26915,location_line 4.txt
profile_04,profile_04_point_07,617620.116000,4613635.297000,0.000000,209.963569,interpolated_8_neighbor_idw,EPSG:26915,location_line 4.txt
profile_04,profile_04_point_08,617620.978000,4613628.426000,0.000000,211.396148,interpolated_8_neighbor_idw,EPSG:26915,location_line 4.txt
profile_04,profile_04_point_09,617621.573000,4613622.660000,0.000000,211.526198,interpolated_8_neighbor_idw,EPSG:26915,location_line 4.txt
profile_04,profile_04_point_10,617623.010000,4613616.243000,0.000000,212.290936,interpolated_8_neighbor_idw,EPSG:26915,location_line 4.txt
profile_04,profile_04_point_11,617623.098000,4613610.913000,0.000000,212.330637,interpolated_8_neighbor_idw,EPSG:26915,location_line 4.txt
profile_04,profile_04_point_12,617622.770000,4613605.466000,0.000000,212.814145,interpolated_8_neighbor_idw,EPSG:26915,location_line 4.txt
profile_04,profile_04_point_13,617622.764000,4613600.802000,0.000000,213.028296,interpolated_8_neighbor_idw,EPSG:26915,location_line 4.txt
profile_04,profile_04_point_14,617622.903000,4613597.361000,0.000000,213.861431,interpolated_8_neighbor_idw,EPSG:26915,location_line 4.txt
