28
# x z
0	-1.24900000000000
2	-1.78100000000000
4	-1.87100000000000
6	-1.14300000000000
8	-0.45500000000000
10	0.00000000000000
12	-0.28800000000000
14	-0.57500000000000
16	-0.64700000000000
18	-0.70000000000000
20	-0.72700000000000
22	-0.75400000000000
24	-1.07100000000000
26	-1.39900000000000
28	-1.05700000000000
30	-0.63100000000000
32	-0.53900000000000
34	-0.46800000000000
36	-0.41700000000000
38	-1.05000000000000
40	-1.63200000000000
42	-1.63200000000000
44	-1.63200000000000
46	-1.63200000000000
48	-1.63200000000000
50	-1.63200000000000
52	-1.63200000000000
54	-1.63200000000000

648
# s	g	t
1	26	0.049625
1	25	0.0485
1	24	0.047125
1	23	0.045625
1	22	0.04475
1	21	0.04375
1	20	0.04225
1	19	0.040625
1	18	0.038625
1	17	0.038125
1	16	0.037125
1	15	0.035625
1	14	0.034125
1	13	0.0335
1	12	0.03275
1	11	0.0315
1	10	0.0305
1	9	0.02875
1	8	0.027375
1	7	0.0255
1	6	0.02375
1	5	0.022
1	4	0.02
1	3	0.018
2	26	0.050375
2	25	0.04975
2	24	0.04775
2	23	0.04775
2	22	0.046375
2	21	0.045125
2	20	0.044125
2	19	0.04225
2	18	0.04025
2	17	0.03925
2	16	0.03775
2	15	0.03625
2	14	0.03525
2	13	0.03425
2	12	0.033375
2	11	0.03275
2	10	0.031875
2	9	0.02975
2	8	0.028875
2	7	0.0265
2	6	0.02425
2	5	0.0235
2	4	0.020625
2	3	0.0195
3	26	0.049875
3	25	0.04975
3	24	0.04775
3	23	0.047625
3	22	0.047
3	21	0.044875
3	20	0.0435
3	19	0.040875
3	18	0.0405
3	17	0.038875
3	16	0.037875
3	15	0.035875
3	14	0.034
3	13	0.033375
3	12	0.03225
3	11	0.032375
3	10	0.031375
3	9	0.029125
3	8	0.028
3	7	0.025875
3	6	0.023625
3	5	0.021125
3	4	0.015
4	26	0.049125
4	25	0.0485
4	24	0.04775
4	23	0.046375
4	22	0.045375
4	21	0.044
4	20	0.041625
4	19	0.04
4	18	0.037125
4	17	0.037125
4	16	0.035375
4	15	0.034375
4	14	0.033
4	13	0.032
4	12	0.03125
4	11	0.03125
4	10	0.0305
4	9	0.02775
4	8	0.0265
4	7	0.023875
4	6	0.02
4	5	0.015125
4	3	0.015
5	26	0.04725
5	25	0.04625
5	24	0.045
5	23	0.044
5	22	0.042125
5	21	0.0405
5	20	0.03925
5	19	0.037625
5	18	0.0365
5	17	0.035375
5	16	0.0335
5	15	0.032
5	14	0.031
5	13	0.03
5	12	0.02975
5	11	0.029375
5	10	0.02775
5	9	0.0255
5	8	0.02375
5	7	0.0215
5	6	0.0135
5	4	0.012
5	3	0.020875
6	26	0.04425
6	25	0.043375
6	24	0.042
6	23	0.040625
6	22	0.039125
6	21	0.038375
6	20	0.036875
6	19	0.035625
6	18	0.03275
6	17	0.03225
6	16	0.031125
6	15	0.029625
6	14	0.027625
6	13	0.027375
6	12	0.026375
6	11	0.0255
6	10	0.02375
6	9	0.020375
6	8	0.015375
6	7	0.008875
6	5	0.012125
6	4	0.018125
6	3	0.021125
7	26	0.04475
7	25	0.043125
7	24	0.042125
7	23	0.040625
7	22	0.039125
7	21	0.037875
7	20	0.036125
7	19	0.03425
7	18	0.0335
7	17	0.031875
7	16	0.0305
7	15	0.029
7	14	0.028375
7	13	0.028
7	12	0.027125
7	11	0.026
7	10	0.023125
7	9	0.020375
7	8	0.0135
7	6	0.01325
7	5	0.019875
7	4	0.0225
7	3	0.02425
8	26	0.044
8	25	0.042375
8	24	0.041
8	23	0.038625
8	22	0.038625
8	21	0.03775
8	20	0.035875
8	19	0.03375
8	18	0.032875
8	17	0.03125
8	16	0.030125
8	15	0.029
8	14	0.02825
8	13	0.0275
8	12	0.0265
8	11	0.02375
8	10	0.02
8	9	0.013625
8	7	0.014
8	6	0.019125
8	5	0.023
8	4	0.025
8	3	0.02625
9	26	0.041
9	25	0.0415
9	24	0.038875
9	23	0.038625
9	22	0.03775
9	21	0.036875
9	20	0.0355
9	19	0.033125
9	18	0.030375
9	17	0.03
9	16	0.02925
9	15	0.027875
9	14	0.025125
9	13	0.024125
9	12	0.021375
9	11	0.0145
9	10	0.007625
9	8	0.01125
9	7	0.018875
9	6	0.021125
9	5	0.023875
9	4	0.026
9	3	0.025875
10	26	0.0425
10	25	0.041875
10	24	0.04025
10	23	0.03825
10	22	0.037125
10	21	0.03525
10	20	0.033625
10	19	0.03175
10	18	0.030875
10	17	0.029875
10	16	0.029
10	15	0.02725
10	14	0.026
10	13	0.024
10	12	0.02125
10	11	0.015
10	9	0.01425
10	8	0.020875
10	7	0.023875
10	6	0.025375
10	5	0.028
10	4	0.02925
10	3	0.03075
11	26	0.0375
11	25	0.03675
11	24	0.035625
11	23	0.034375
11	22	0.031
11	21	0.03075
11	20	0.028875
11	19	0.0275
11	18	0.02675
11	17	0.026125
11	16	0.024875
11	15	0.023375
11	14	0.021125
11	13	0.018875
11	12	0.013625
11	10	0.013125
11	9	0.018625
11	8	0.02275
11	7	0.024625
11	6	0.025125
11	5	0.02725
11	4	0.028375
11	3	0.02925
12	26	0.0395
12	25	0.0385
12	24	0.034875
12	23	0.034875
12	22	0.033375
12	21	0.032
12	20	0.030625
12	19	0.029
12	18	0.0285
12	17	0.0275
12	16	0.026375
12	15	0.023375
12	14	0.02025
12	13	0.01525
12	11	0.01525
12	10	0.02075
12	9	0.0245
12	8	0.02775
12	7	0.0285
12	6	0.02875
12	5	0.03075
12	4	0.031125
12	3	0.03225
13	26	0.021125
13	25	0.02
13	24	0.0195
13	23	0.01875
13	22	0.018125
13	21	0.016375
13	20	0.01475
13	19	0.013
13	18	0.01075
