source_id,receiver_id,time_s,source_x,source_z,receiver_x,receiver_z,field_record,trace_number,trace_index,amplitude
1,1,0.04725,0,0,0,0,1,1,0,-50.22163391
1,2,0.04625,0,0,2,0,1,2,1,46.50526428222656
1,3,0.045,0,0,4,0,1,3,2,-100.068161
1,4,0.044625,0,0,6,0,1,4,3,-53.07780457
1,5,0.043375,0,0,8,0,1,5,4,-88.11834717
1,6,0.042124999999999996,0,0,10,0,1,6,5,-141.0081787
1,7,0.041374999999999995,0,0,12,0,1,7,6,-88.55552673
1,8,0.03975,0,0,14,0,1,8,7,-178.5455475
1,9,0.03775,0,0,16,0,1,9,8,-127.256546
1,10,0.035625,0,0,18,0,1,10,9,-115.6377869
1,11,0.034249999999999996,0,0,20,0,1,11,10,-125.1164246
1,12,0.032375,0,0,22,0,1,12,11,-152.729187
1,13,0.03075,0,0,24,0,1,13,12,-97.12687683
1,14,0.03075,0,0,26,0,1,14,13,-120.6760101
1,15,0.029625,0,0,28,0,1,15,14,-511.7973633
1,16,0.028124999999999997,0,0,30,0,1,16,15,-527.3193359
1,17,0.02625,0,0,32,0,1,17,16,-410.876709
1,18,0.024999999999999998,0,0,34,0,1,18,17,-1130.647705
1,19,0.023625,0,0,36,0,1,19,18,-2204.09668
1,20,0.022375,0,0,38,0,1,20,19,-2418.15625
1,21,0.020624999999999998,0,0,40,0,1,21,20,-1408.873291
1,22,0.019375,0,0,42,0,1,22,21,-1854.550293
1,23,0.017499999999999998,0,0,44,0,1,23,22,-4230.707031
1,24,0.015375,0,0,46,0,1,24,23,-11962.44141
2,1,0.048499999999999995,2,0,1,0,2,1,24,-2.02635223
2,2,0.047625,0,0,2,0,2,2,25,-1.712522804
2,3,0.0465,0,0,4,0,2,3,26,-1.61269047
2,4,0.045375,0,0,6,0,2,4,27,-1.431546235
2,5,0.04475,0,0,8,0,2,5,28,-1.4620719
2,6,0.042374999999999996,0,0,10,0,2,6,29,-0.928281081
2,7,0.041374999999999995,0,0,12,0,2,7,30,-0.866797116
2,8,0.040125,0,0,14,0,2,8,31,-0.766990377
2,9,0.038375,0,0,16,0,2,9,32,-0.734571121
2,10,0.036,0,0,18,0,2,10,33,-0.698351514
2,11,0.034499999999999996,0,0,20,0,2,11,34,-0.619280001
2,12,0.03325,0,0,22,0,2,12,35,-0.655582349
2,13,0.031625,0,0,24,0,2,13,36,-0.601432097
2,14,0.030625,0,0,26,0,2,14,37,-0.649440961
2,15,0.029625,0,0,28,0,2,15,38,-0.726528704
2,16,0.027875,0,0,30,0,2,16,39,-0.613138498
2,17,0.02625,0,0,32,0,2,17,40,-0.62914768
2,18,0.024125,0,0,34,0,2,18,41,-0.608612684
2,19,0.022375,0,0,36,0,2,19,42,-0.498974518
2,20,0.022,0,0,38,0,2,20,43,-0.551604895
2,21,0.021374999999999998,0,0,40,0,2,21,44,-0.578054781
2,22,0.020375,0,0,42,0,2,22,45,-0.576012646
2,23,0.018,0,0,44,0,2,23,46,-0.8825065
2,24,0.011625,0,0,46,0,2,24,47,-0.505302333
3,1,0.045375,0,0,0,0,3,1,48,-40.14759827
3,2,0.0445,0,0,2,0,3,2,49,-94.96820068
3,3,0.0435,0,0,4,0,3,3,50,-69.19685364
3,4,0.042124999999999996,0,0,6,0,3,4,51,-41.00396729
3,5,0.042249999999999996,0,0,8,0,3,5,52,-49.41105652
3,6,0.0405,0,0,10,0,3,6,53,-110.3523254
3,7,0.038875,0,0,12,0,3,7,54,-86.72961426
3,8,0.0375,0,0,14,0,3,8,55,-72.91717529
3,9,0.034874999999999996,0,0,16,0,3,9,56,-40.75932312
3,10,0.033749999999999995,0,0,18,0,3,10,57,-102.9684601
3,11,0.032375,0,0,20,0,3,11,58,-132.0814514
3,12,0.030875,0,0,22,0,3,12,59,-87.01229858
3,13,0.029375,0,0,24,0,3,13,60,-190.3673706
3,14,0.027875,0,0,26,0,3,14,61,-120.0543365
3,15,0.0265,0,0,28,0,3,15,62,-171.6042786
3,16,0.025124999999999998,0,0,30,0,3,16,63,-147.6602173
3,17,0.023875,0,0,32,0,3,17,64,-341.7197266
3,18,0.022375,0,0,34,0,3,18,65,-807.5742188
3,19,0.021124999999999998,0,0,36,0,3,19,66,-1690.11792
3,20,0.019875,0,0,38,0,3,20,67,-1982.022461
3,21,0.017625,0,0,40,0,3,21,68,-1510.333496
3,22,0.01575,0,0,42,0,3,22,69,-7361.144531
3,23,0.008625,0,0,44,0,3,23,70,-9352.6875
3,24,0.001125,0,0,46,0,3,24,71,-272391
4,1,0.04425,0,0,0,0,4,1,72,-85.68701172
4,2,0.042874999999999996,0,0,2,0,4,2,73,-91.8500824
4,3,0.041749999999999995,0,0,4,0,4,3,74,-138.1069641
4,4,0.04075,0,0,6,0,4,4,75,-156.3169556
4,5,0.039875,0,0,8,0,4,5,76,-113.8289337
4,6,0.0385,0,0,10,0,4,6,77,-209.838623
4,7,0.037,0,0,12,0,4,7,78,-290.1699219
4,8,0.035625,0,0,14,0,4,8,79,-265.1308594
4,9,0.033874999999999995,0,0,16,0,4,9,80,-125.8020172
4,10,0.03225,0,0,18,0,4,10,81,-161.4828491
4,11,0.030875,0,0,20,0,4,11,82,-212.5635681
4,12,0.029375,0,0,22,0,4,12,83,-317.3493652
4,13,0.027999999999999997,0,0,24,0,4,13,84,-625.0109863
4,14,0.0265,0,0,26,0,4,14,85,-551.2617188
4,15,0.024874999999999998,0,0,28,0,4,15,86,-361.5539551
4,16,0.0235,0,0,30,0,4,16,87,-620.4472656
4,17,0.021875,0,0,32,0,4,17,88,-1077.9646
4,18,0.020125,0,0,34,0,4,18,89,-1932.322021
4,19,0.018375,0,0,36,0,4,19,90,-3553.093506
4,20,0.016125,0,0,38,0,4,20,91,-1955.651611
4,21,0.013875,0,0,40,0,4,21,92,-153.6975708
4,22,0.009,0,0,42,0,4,22,93,-37832.76563
4,23,0.009625,0,0,44,0,4,23,94,1514230
4,24,0.008,0,0,46,0,4,24,95,-39961.625
5,1,0.0445,0,0,0,0,5,1,96,-76.85366821
5,2,0.042749999999999996,0,0,2,0,5,2,97,-108.138443
5,3,0.042124999999999996,0,0,4,0,5,3,98,-90.52052307
5,4,0.041124999999999995,0,0,6,0,5,4,99,-117.4057465
5,5,0.041124999999999995,0,0,8,0,5,5,100,-331.0786133
5,6,0.03975,0,0,10,0,5,6,101,-473.4309082
5,7,0.039,0,0,12,0,5,7,102,-689.5183105
5,8,0.038,0,0,14,0,5,8,103,-881.3833008
5,9,0.035875,0,0,16,0,5,9,104,-866.9208984
5,10,0.033624999999999995,0,0,18,0,5,10,105,-849.5163574
5,11,0.0315,0,0,20,0,5,11,106,-352.404541
5,12,0.03,0,0,22,0,5,12,107,-310.510498
5,13,0.028624999999999998,0,0,24,0,5,13,108,-959.9597168
5,14,0.02775,0,0,26,0,5,14,109,-1712.29248
5,15,0.026625,0,0,28,0,5,15,110,-2346.422852
5,16,0.0255,0,0,30,0,5,16,111,-3916.758057
5,17,0.024125,0,0,32,0,5,17,112,-7104.792969
5,18,0.022375,0,0,34,0,5,18,113,-14731.6875
5,19,0.019875,0,0,36,0,5,19,114,-22908.11719
5,20,0.018,0,0,38,0,5,20,115,-68809.75
5,21,0.012,0,0,40,0,5,21,116,-190438.9375
5,22,0.001125,0,0,42,0,5,22,117,-145240.9375
5,23,0.011625,0,0,44,0,5,23,118,-267508
