profile_id,point_id,x_utm_m,y_utm_m,source_elevation_m,elevation_m,elevation_source,crs,source_file
profile_06,profile_06_point_01,617606.943000,4613671.841000,209.440000,209.440000,provided_in_source,EPSG:26915,location_line 6.txt
profile_06,profile_06_point_02,617607.119000,4613666.180000,209.790000,209.790000,provided_in_source,EPSG:26915,location_line 6.txt
profile_06,profile_06_point_03,617606.574000,4613663.839000,209.530000,209.530000,provided_in_source,EPSG:26915,location_line 6.txt
profile_06,profile_06_point_04,617606.115000,4613661.388000,208.970000,208.970000,provided_in_source,EPSG:26915,location_line 6.txt
profile_06,profile_06_point_05,617605.608000,4613656.715000,208.300000,208.300000,provided_in_source,EPSG:26915,location_line 6.txt
profile_06,profile_06_point_06,617604.695000,4613651.480000,208.490000,208.490000,provided_in_source,EPSG:26915,location_line 6.txt
profile_06,profile_06_point_07,617604.800000,4613645.041000,208.440000,208.440000,provided_in_source,EPSG:26915,location_line 6.txt
profile_06,profile_06_point_08,617604.374000,4613640.592000,208.130000,208.130000,provided_in_source,EPSG:26915,location_line 6.txt
profile_06,profile_06_point_09,617604.264000,4613637.147000,207.600000,207.600000,provided_in_source,EPSG:26915,location_line 6.txt
profile_06,profile_06_point_10,617603.672000,4613632.584000,207.560000,207.560000,provided_in_source,EPSG:26915,location_line 6.txt
profile_06,profile_06_point_11,617603.732000,4613628.920000,207.080000,207.080000,provided_in_source,EPSG:26915,location_line 6.txt
profile_06,profile_06_point_12,617603.812000,4613624.035000,206.700000,206.700000,provided_in_source,EPSG:26915,location_line 6.txt
profile_06,profile_06_point_13,617603.958000,4613620.262000,206.120000,206.120000,provided_in_source,EPSG:26915,location_line 6.txt
profile_06,profile_06_point_14,617604.115000,4613615.711000,205.960000,205.960000,provided_in_source,EPSG:26915,location_line 6.txt
profile_06,profile_06_point_15,617603.609000,4613611.038000,205.320000,205.320000,provided_in_source,EPSG:26915,location_line 6.txt
profile_06,profile_06_point_16,617603.081000,4613607.698000,205.320000,205.320000,provided_in_source,EPSG:26915,location_line 6.txt
